method,seed,cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s,in_window,best_inwin_gap,is_top10,cumul_top10
dkl_frozen,3,1,1FeHfBr6-1,3.3954886422420483,window_max,4.52340806097839,11,False,False,0,0,0.151,0.007,False,0.7,False,0
dkl_frozen,3,2,1AsBrS-2,2.077411206629262,window_max,4.52340806097839,12,False,False,0,0,0.149,0.007,True,2.077411206629262,False,0
dkl_frozen,3,3,1ClSSb-2,2.3209784315139554,window_max,4.52340806097839,13,False,False,0,0,0.148,0.006,True,2.3209784315139554,False,0
dkl_frozen,3,4,1BrSSb-2,2.0278507130270333,window_max,4.52340806097839,14,False,False,0,0,0.149,0.007,True,2.3209784315139554,False,0
dkl_frozen,3,5,1AsClSe-2,2.370546651333197,window_max,4.52340806097839,15,False,False,0,0,0.156,0.007,True,2.370546651333197,False,0
dkl_frozen,3,6,1ClSbSe-2,2.290099038505901,window_max,4.52340806097839,16,False,False,0,0,0.154,0.007,True,2.370546651333197,False,0
dkl_frozen,3,7,1SnBr2S2-1,1.4896127126043974,window_max,4.52340806097839,17,False,False,0,0,0.153,0.006,True,2.370546651333197,False,0
dkl_frozen,3,8,1AsClTe-2,1.8240499227720575,window_max,4.52340806097839,18,False,False,0,0,0.151,0.007,True,2.370546651333197,False,0
dkl_frozen,3,9,1HgBr2-4,2.458718900666394,window_max,4.52340806097839,19,False,False,0,0,0.151,0.007,True,2.458718900666394,False,0
dkl_frozen,3,10,2CsNOsSCl5-1,1.5436984349079368,window_max,4.52340806097839,20,False,False,0,0,0.164,0.007,True,2.458718900666394,False,0
dkl_frozen,3,11,2ClIrS-2,2.203770808154513,window_max,4.52340806097839,21,False,False,0,0,0.154,0.006,True,2.458718900666394,False,0
dkl_frozen,3,12,2FIrSe-1,2.17161220650661,window_max,4.52340806097839,22,False,False,0,0,0.156,0.007,True,2.458718900666394,False,0
dkl_frozen,3,13,1ClIrS-1,2.504982316331453,window_max,4.52340806097839,23,False,False,0,0,0.153,0.007,True,2.504982316331453,False,0
dkl_frozen,3,14,2BaBi2S4-1,2.3134386577469677,window_max,4.52340806097839,24,False,False,0,0,0.153,0.007,True,2.504982316331453,False,0
dkl_frozen,3,15,1ZnBr2-3,3.4487712140629654,window_max,4.52340806097839,25,False,False,0,0,0.15,0.005,False,2.504982316331453,False,0
dkl_frozen,3,16,2FIrS-2,2.1041495186492676,window_max,4.52340806097839,26,False,False,0,0,0.15,0.007,True,2.504982316331453,False,0
dkl_frozen,3,17,2ClIrSe-2,2.2350163474245495,window_max,4.52340806097839,27,False,False,0,0,0.15,0.007,True,2.504982316331453,False,0
dkl_frozen,3,18,1BrTeTi-1,0.76324319445811,window_max,4.52340806097839,28,False,False,0,0,0.15,0.007,True,2.504982316331453,False,0
dkl_frozen,3,19,1BiClS-2,2.2714109419767974,window_max,4.52340806097839,29,False,False,0,0,0.156,0.005,True,2.504982316331453,False,0
dkl_frozen,3,20,1BiClSe-2,1.991924287584308,window_max,4.52340806097839,30,False,False,0,0,0.156,0.007,True,2.504982316331453,False,0
dkl_frozen,3,21,1BrClS4I6In8-1,1.9647256397442923,window_max,4.52340806097839,31,False,False,0,0,0.162,0.007,True,2.504982316331453,False,0
dkl_frozen,3,22,2BrRhSe-1,2.1396173896965265,window_max,4.52340806097839,32,False,False,0,0,0.165,0.007,True,2.504982316331453,False,0
dkl_frozen,3,23,2ClRhSe-1,2.270563343416535,window_max,4.52340806097839,33,False,False,0,0,0.159,0.006,True,2.504982316331453,False,0
dkl_frozen,3,24,2FRhSe-1,2.223074154333951,window_max,4.52340806097839,34,False,False,0,0,0.157,0.007,True,2.504982316331453,False,0
dkl_frozen,3,25,2SNi2Se3-1,0.44012824127832584,window_max,4.52340806097839,35,False,False,0,0,0.166,0.007,False,2.504982316331453,False,0
dkl_frozen,3,26,2ClRhTe-1,2.1128404694835727,window_max,4.52340806097839,36,False,False,0,0,0.163,0.007,True,2.504982316331453,False,0
dkl_frozen,3,27,2FRhTe-1,2.1147648284943856,window_max,4.52340806097839,37,False,False,0,0,0.158,0.005,True,2.504982316331453,False,0
dkl_frozen,3,28,2BrIrS-2,2.0653479618219506,window_max,4.52340806097839,38,False,False,0,0,0.155,0.007,True,2.504982316331453,False,0
dkl_frozen,3,29,4AsNiS-1,1.5072975516923708,window_max,4.52340806097839,39,False,False,0,0,0.155,0.007,True,2.504982316331453,False,0
dkl_frozen,3,30,1BrISCd2-1,1.7154116662169758,window_max,4.52340806097839,40,False,False,0,0,0.159,0.007,True,2.504982316331453,False,0
dkl_frozen,3,31,1BrSbSe-2,2.0365128992788732,window_max,4.52340806097839,41,False,False,0,0,0.155,0.006,True,2.504982316331453,False,0
dkl_frozen,3,32,1HgCl2-3,3.2010853026072112,window_max,4.52340806097839,42,False,False,0,0,0.156,0.007,False,2.504982316331453,False,0
dkl_frozen,3,33,2BrIrSe-2,2.0672166425998064,window_max,4.52340806097839,43,False,False,0,0,0.157,0.007,True,2.504982316331453,False,0
dkl_frozen,3,34,2BrRhTe-1,1.964644675594796,window_max,4.52340806097839,44,False,False,0,0,0.16,0.007,True,2.504982316331453,False,0
dkl_frozen,3,35,4TiSe2-1,0.036175637623812484,window_max,4.52340806097839,45,False,False,0,0,0.157,0.005,False,2.504982316331453,False,0
dkl_frozen,3,36,1OScHf3N3Br4-1,4.148427150011814,window_max,4.52340806097839,46,False,False,0,0,0.163,0.007,False,2.504982316331453,False,0
dkl_frozen,3,37,1BiBrS-2,1.9804019187336452,window_max,4.52340806097839,47,False,False,0,0,0.159,0.008,True,2.504982316331453,False,0
dkl_frozen,3,38,2FRhS-1,2.1751715677705876,window_max,4.52340806097839,48,False,False,0,0,0.161,0.007,True,2.504982316331453,False,0
dkl_frozen,3,39,2ClRhS-1,2.2699064183552333,window_max,4.52340806097839,49,False,False,0,0,0.161,0.005,True,2.504982316331453,False,0
dkl_frozen,3,40,2BrRhS-2,2.135486147220739,window_max,4.52340806097839,50,False,False,0,0,0.173,0.007,True,2.504982316331453,False,0
dkl_frozen,3,41,4NiPSe-1,2.0206359517639365,window_max,4.52340806097839,51,False,False,0,0,0.161,0.007,True,2.504982316331453,False,0
dkl_frozen,3,42,2ClIrTe-2,2.0497440263204902,window_max,4.52340806097839,52,False,False,0,0,0.163,0.007,True,2.504982316331453,False,0
dkl_frozen,3,43,2IRhSe-1,1.7248430777278154,window_max,4.52340806097839,53,False,False,0,0,0.162,0.005,True,2.504982316331453,False,0
dkl_frozen,3,44,1BrClI2O2V2-1,2.5899098042627027,window_max,4.52340806097839,54,False,False,0,0,0.161,0.007,True,2.5899098042627027,False,0
dkl_frozen,3,45,1OVBr2-1,3.019085807490825,window_max,4.52340806097839,55,False,False,0,0,0.164,0.007,False,2.5899098042627027,False,0
dkl_frozen,3,46,2NOsRbSF5-1,2.519670399033123,window_max,4.52340806097839,56,False,False,0,0,0.165,0.007,True,2.5899098042627027,False,0
dkl_frozen,3,47,2NRbRuSF5-1,2.6215924948744425,window_max,4.52340806097839,57,True,False,1,0,0.167,0.006,True,2.6215924948744425,False,0
dkl_frozen,3,48,1AuInCl2S2-1,2.584399174383482,window_max,4.52340806097839,58,False,False,1,0,0.171,0.007,True,2.6215924948744425,False,0
dkl_frozen,3,49,2NOOsRbCl5-1,1.7507760965245507,window_max,4.52340806097839,59,False,False,1,0,0.168,0.007,True,2.6215924948744425,False,0
dkl_frozen,3,50,1STeIn2-1,1.1412458909933512,window_max,4.52340806097839,60,False,False,1,0,0.169,0.007,True,2.6215924948744425,False,0
dkl_frozen,3,51,2TlCl2-1,2.8195287686155543,window_max,4.52340806097839,61,True,False,2,0,0.172,0.006,True,2.8195287686155543,False,0
dkl_frozen,3,52,2BrIrTe-2,1.8692112052126695,window_max,4.52340806097839,62,False,False,2,0,0.172,0.008,True,2.8195287686155543,False,0
dkl_frozen,3,53,4NiPS-1,2.172333819910784,window_max,4.52340806097839,63,False,False,2,0,0.171,0.007,True,2.8195287686155543,False,0
dkl_frozen,3,54,1OVI2-1,1.8490498638702042,window_max,4.52340806097839,64,False,False,2,0,0.166,0.007,True,2.8195287686155543,False,0
dkl_frozen,3,55,1ZnI2-3,1.6436265244667285,window_max,4.52340806097839,65,False,False,2,0,0.166,0.005,True,2.8195287686155543,False,0
dkl_frozen,3,56,2RhBr3-2,1.1291121707245524,window_max,4.52340806097839,66,False,False,2,0,0.168,0.007,True,2.8195287686155543,False,0
dkl_frozen,3,57,1ClSbTe-2,1.890637267538068,window_max,4.52340806097839,67,False,False,2,0,0.168,0.007,True,2.8195287686155543,False,0
dkl_frozen,3,58,4AgF2-2,1.6373186247040907,window_max,4.52340806097839,68,False,False,2,0,0.169,0.007,True,2.8195287686155543,False,0
dkl_frozen,3,59,2BrClCr-1,2.8691187038852273,window_max,4.52340806097839,69,True,False,3,0,0.177,0.006,True,2.8691187038852273,False,0
dkl_frozen,3,60,2NbOI2-1,1.8448352432935295,window_max,4.52340806097839,70,False,False,3,0,0.172,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,61,4AsPtS-1,2.0613638503333185,window_max,4.52340806097839,71,False,False,3,0,0.173,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,62,2AuO-1,0.8650500609296405,window_max,4.52340806097839,72,False,False,3,0,0.172,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,63,1IO2V2Br3-1,1.8571923157448993,window_max,4.52340806097839,73,False,False,3,0,0.172,0.005,True,2.8691187038852273,False,0
dkl_frozen,3,64,2KNORuCl5-1,1.5580857017634022,window_max,4.52340806097839,74,False,False,3,0,0.175,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,65,4PPtS-1,2.6539357763419984,window_max,4.52340806097839,75,True,False,4,0,0.177,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,66,2ClMnSbS2-2,1.2421457829290659,window_max,4.52340806097839,76,False,False,4,0,0.174,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,67,2CuF-2,0.47672381934064756,window_max,4.52340806097839,77,False,False,4,0,0.185,0.006,False,2.8691187038852273,False,0
dkl_frozen,3,68,2NORbRuF5-1,3.120392774020316,window_max,4.52340806097839,78,False,False,4,0,0.174,0.007,False,2.8691187038852273,False,0
dkl_frozen,3,69,2IIrS-2,1.7487636015906938,window_max,4.52340806097839,79,False,False,4,0,0.175,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,70,1BiClTe-2,1.1514052260022989,window_max,4.52340806097839,80,False,False,4,0,0.175,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,71,2IIrSe-2,1.8569340808634704,window_max,4.52340806097839,81,False,False,4,0,0.174,0.005,True,2.8691187038852273,False,0
dkl_frozen,3,72,1IIrTe-1,1.8211292600369704,window_max,4.52340806097839,82,False,False,4,0,0.176,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,73,2IIrTe-2,1.6712175117969268,window_max,4.52340806097839,83,False,False,4,0,0.176,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,74,1ClO2V2Br3-1,1.9762543801387908,window_max,4.52340806097839,84,False,False,4,0,0.178,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,75,1GaInTe2-1,1.531791264501281,window_max,4.52340806097839,85,False,False,4,0,0.179,0.006,True,2.8691187038852273,False,0
dkl_frozen,3,76,2NRbRuSCl5-1,1.3239361575585384,window_max,4.52340806097839,86,False,False,4,0,0.178,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,77,1AsIS-2,0.8103816990398838,window_max,4.52340806097839,87,False,False,4,0,0.181,0.009,True,2.8691187038852273,False,0
dkl_frozen,3,78,2IRhTe-2,1.4318302925595947,window_max,4.52340806097839,88,False,False,4,0,0.181,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,79,2IRhS-2,1.6647392381663382,window_max,4.52340806097839,89,False,False,4,0,0.181,0.006,True,2.8691187038852273,False,0
dkl_frozen,3,80,2BiIn-1,0.13783344806868847,window_max,4.52340806097839,90,False,False,4,0,0.181,0.007,False,2.8691187038852273,False,0
dkl_frozen,3,81,1PtSeTe-1,1.0917679725480096,window_max,4.52340806097839,91,False,False,4,0,0.183,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,82,1BrSbTe-2,1.81940948592927,window_max,4.52340806097839,92,False,False,4,0,0.183,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,83,1ScH2-1,0.5494590302526128,window_max,4.52340806097839,93,False,False,4,0,0.183,0.006,False,2.8691187038852273,False,0
dkl_frozen,3,84,1NiSSeZr-1,1.8805393901603975,window_max,4.52340806097839,94,False,False,4,0,0.185,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,85,2CsNRuSF5-1,2.5792404973102,window_max,4.52340806097839,95,False,False,4,0,0.184,0.006,True,2.8691187038852273,False,0
dkl_frozen,3,86,2KNRuSF5-1,2.6248529300607206,window_max,4.52340806097839,96,True,False,5,0,0.189,0.007,True,2.8691187038852273,False,0
dkl_frozen,3,87,2KNOsSF5-1,2.51602132273824,window_max,4.52340806097839,97,False,False,5,0,0.188,0.006,True,2.8691187038852273,False,0
dkl_frozen,3,88,1CdBr2-3,3.373303256993041,window_max,4.52340806097839,98,False,False,5,0,0.055,0.007,False,2.8691187038852273,False,0
