method,seed,cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s,in_window,best_inwin_gap,is_top10,cumul_top10
random,12,1,2STl-2,1.159331694068046,random,7.351129491723217,11,False,False,0,0,0.0,0.0,True,1.159331694068046,False,0
random,12,2,1ClSbTe-1,1.8660784955727059,random,7.351129491723217,12,False,False,0,0,0.0,0.0,True,1.8660784955727059,False,0
random,12,3,1MoW3S8-1,2.064416252054782,random,7.351129491723217,13,False,False,0,0,0.0,0.0,True,2.064416252054782,False,0
random,12,4,1AlAs-1,2.028016480457723,random,7.351129491723217,14,False,False,0,0,0.0,0.0,True,2.064416252054782,False,0
random,12,5,1TeNb3I7-1,1.2414712582097938,random,7.351129491723217,15,False,False,0,0,0.0,0.0,True,2.064416252054782,False,0
random,12,6,1PdZrI6-1,1.3407168668618104,random,7.351129491723217,16,False,False,0,0,0.0,0.0,True,2.064416252054782,False,0
random,12,7,2PtSeO3-1,2.731538681470915,random,7.351129491723217,17,True,False,1,0,0.0,0.0,True,2.731538681470915,False,0
random,12,8,2SSc-4,0.9813748660007645,random,7.351129491723217,18,False,False,1,0,0.0,0.0,True,2.731538681470915,False,0
random,12,9,1AgCrP2Se6-1,1.788781534497054,random,7.351129491723217,19,False,False,1,0,0.0,0.0,True,2.731538681470915,False,0
random,12,10,2KNORuF5-1,3.0892892169752972,random,7.351129491723217,20,False,False,1,0,0.0,0.0,False,2.731538681470915,False,0
random,12,11,2CrNbTe5-1,0.028550500384955324,random,7.351129491723217,21,False,False,1,0,0.0,0.0,False,2.731538681470915,False,0
random,12,12,2InS2-3,1.2415617971997308,random,7.351129491723217,22,False,False,1,0,0.0,0.0,True,2.731538681470915,False,0
random,12,13,2BiClHgO2-1,3.744738852252379,random,7.351129491723217,23,False,False,1,0,0.0,0.0,False,2.731538681470915,False,0
random,12,14,4AsPdS-1,1.5013790224627739,random,7.351129491723217,24,False,False,1,0,0.0,0.0,True,2.731538681470915,False,0
random,12,15,2TiO2-1,5.342124276048439,random,7.351129491723217,25,False,True,1,1,0.0,0.0,False,2.731538681470915,False,0
random,12,16,1BiBrS-2,1.9804019187336452,random,7.351129491723217,26,False,False,1,1,0.0,0.0,True,2.731538681470915,False,0
random,12,17,2ClRbO3-1,6.795183220703832,random,7.351129491723217,27,False,True,1,2,0.0,0.0,False,2.731538681470915,False,0
