method,seed,cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s,in_window,best_inwin_gap,is_top10,cumul_top10
dkl_finetune,26,1,4OBi2Se2-1,1.736154070901185,window_max,4.452537269012865,11,False,False,0,0,0.908,0.004,True,1.736154070901185,False,0
dkl_finetune,26,2,2CoI2Sb2O3-1,3.323575373613057,window_max,4.452537269012865,12,False,False,0,0,0.105,0.004,False,1.736154070901185,False,0
dkl_finetune,26,3,2NbOI2-1,1.8448352432935295,window_max,4.452537269012865,13,False,False,0,0,0.105,0.004,True,1.8448352432935295,False,0
dkl_finetune,26,4,2BiIn-1,0.13783344806868847,window_max,4.452537269012865,14,False,False,0,0,0.107,0.004,False,1.8448352432935295,False,0
dkl_finetune,26,5,1OVCl2-1,3.1440869145434474,window_max,4.452537269012865,15,False,False,0,0,0.106,0.004,False,1.8448352432935295,False,0
dkl_finetune,26,6,2BiBrHgO2-1,3.5192462594974003,window_max,4.452537269012865,16,False,False,0,0,0.944,0.004,False,1.8448352432935295,False,0
dkl_finetune,26,7,1SeNb3Cl7-1,1.6009981129498274,window_max,4.452537269012865,17,False,False,0,0,0.114,0.004,True,1.8448352432935295,False,0
dkl_finetune,26,8,2BaClF-1,6.968702552735938,window_max,6.968702552735938,18,False,True,0,1,0.116,0.004,False,1.8448352432935295,False,0
dkl_finetune,26,9,1SNb3Cl7-1,1.6537598244533673,window_max,6.968702552735938,19,False,False,0,1,0.123,0.004,True,1.8448352432935295,False,0
dkl_finetune,26,10,1AlISe-1,2.1861313349090983,window_max,6.968702552735938,20,False,False,0,1,0.106,0.004,True,2.1861313349090983,False,0
dkl_finetune,26,11,2HISr-1,4.8884189702856204,window_max,6.968702552735938,21,False,False,0,1,1.016,0.004,False,2.1861313349090983,False,0
dkl_finetune,26,12,1BrClI2O2V2-1,2.5899098042627027,window_max,6.968702552735938,22,False,False,0,1,0.112,0.004,True,2.5899098042627027,False,0
dkl_finetune,26,13,1ClITi-1,1.1874779541570317,window_max,6.968702552735938,23,False,False,0,1,0.111,0.004,True,2.5899098042627027,False,0
dkl_finetune,26,14,2NbOCl2-1,1.9514925140166084,window_max,6.968702552735938,24,False,False,0,1,0.109,0.004,True,2.5899098042627027,False,0
dkl_finetune,26,15,4PPdS-1,2.0904344386127454,window_max,6.968702552735938,25,False,False,0,1,0.114,0.004,True,2.5899098042627027,False,0
dkl_finetune,26,16,1BiFS-1,2.255408567311418,window_max,6.968702552735938,26,False,False,0,1,0.995,0.004,True,2.5899098042627027,False,0
dkl_finetune,26,17,1ZnBr2-3,3.4487712140629654,window_max,6.968702552735938,27,False,False,0,1,0.102,0.004,False,2.5899098042627027,False,0
dkl_finetune,26,18,1ONb3Br7-1,1.441231985649396,window_max,6.968702552735938,28,False,False,0,1,0.102,0.004,True,2.5899098042627027,False,0
