method,seed,cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s,in_window,best_inwin_gap
dkl_finetune,6,1,SM-10846,1.367863,window_min,5.106115,11,False,False,0,0,1.747,0.019,True,1.367863
dkl_finetune,6,2,SM-2417,3.122742,window_min,5.106115,12,False,False,0,0,0.141,0.016,False,1.367863
dkl_finetune,6,3,SM-1153,0.856,window_min,5.106115,13,False,False,0,0,0.125,0.016,True,0.856
dkl_finetune,6,4,SM-19098,1.776609,window_min,5.106115,14,False,False,0,0,0.122,0.015,True,0.856
dkl_finetune,6,5,SM-18187,1.687763,window_min,5.106115,15,False,False,0,0,0.122,0.015,True,0.856
dkl_finetune,6,6,SM-17060,2.470208,window_min,5.106115,16,False,False,0,0,1.662,0.019,True,0.856
dkl_finetune,6,7,SM-17086,0.6850710000000002,window_min,5.106115,17,False,False,0,0,0.164,0.017,False,0.856
dkl_finetune,6,8,SM-17007,2.052412,window_min,5.106115,18,False,False,0,0,0.15,0.017,True,0.856
dkl_finetune,6,9,SM-17065,0.8922460000000001,window_min,5.106115,19,False,False,0,0,0.153,0.017,True,0.856
dkl_finetune,6,10,SM-9772,2.0742,window_min,5.106115,20,False,False,0,0,0.156,0.017,True,0.856
dkl_finetune,6,11,SM-4895,2.543806,window_min,5.106115,21,False,False,0,0,1.744,0.015,True,0.856
dkl_finetune,6,12,SM-11386,3.052054,window_min,5.106115,22,False,False,0,0,0.161,0.017,False,0.856
dkl_finetune,6,13,SM-11372,2.269339,window_min,5.106115,23,False,False,0,0,0.169,0.017,True,0.856
dkl_finetune,6,14,SM-435,0.245883,window_min,5.106115,24,False,False,0,0,0.173,0.018,False,0.856
dkl_finetune,6,15,SM-9691,3.647907,window_min,5.106115,25,False,False,0,0,0.173,0.016,False,0.856
dkl_finetune,6,16,SM-13092,0.9070299999999998,window_min,5.106115,26,False,False,0,0,1.284,0.018,True,0.856
dkl_finetune,6,17,SM-13599,1.0051460000000003,window_min,5.106115,27,False,False,0,0,0.156,0.016,True,0.856
dkl_finetune,6,18,SM-10851,0.554334,window_min,5.106115,28,False,False,0,0,0.15,0.016,False,0.856
dkl_finetune,6,19,SM-17078,1.3124799999999999,window_min,5.106115,29,False,False,0,0,0.15,0.016,True,0.856
dkl_finetune,6,20,SM-3942,4.286318,window_min,5.106115,30,False,False,0,0,0.148,0.02,False,0.856
dkl_finetune,6,21,SM-10847,1.377387,window_min,5.106115,31,False,False,0,0,1.543,0.027,True,0.856
dkl_finetune,6,22,SM-4562,1.195659,window_min,5.106115,32,False,False,0,0,0.16,0.021,True,0.856
dkl_finetune,6,23,SM-11178,0.933666,window_min,5.106115,33,False,False,0,0,0.157,0.019,True,0.856
dkl_finetune,6,24,SM-3055,2.190715,window_min,5.106115,34,False,False,0,0,0.156,0.019,True,0.856
dkl_finetune,6,25,SM-9322,2.093867,window_min,5.106115,35,False,False,0,0,0.158,0.017,True,0.856
dkl_finetune,6,26,SM-10691,2.234553,window_min,5.106115,36,False,False,0,0,1.685,0.016,True,0.856
dkl_finetune,6,27,SM-17014,2.2556819999999997,window_min,5.106115,37,False,False,0,0,0.136,0.016,True,0.856
dkl_finetune,6,28,SM-656,1.105876,window_min,5.106115,38,False,False,0,0,0.125,0.015,True,0.856
dkl_finetune,6,29,SM-10839,1.404802,window_min,5.106115,39,False,False,0,0,0.142,0.017,True,0.856
dkl_finetune,6,30,SM-10838,1.645217,window_min,5.106115,40,False,False,0,0,0.16,0.016,True,0.856
dkl_finetune,6,31,SM-712,0.647369,window_min,5.106115,41,False,False,0,0,1.748,0.017,False,0.856
dkl_finetune,6,32,SM-791,0.748484,window_min,5.106115,42,True,False,1,0,0.155,0.016,True,0.748484
dkl_finetune,6,33,SM-13726,1.4051210000000003,window_min,5.106115,43,False,False,1,0,0.152,0.016,True,0.748484
dkl_finetune,6,34,SM-17303,0.34322600000000003,window_min,5.106115,44,False,False,1,0,0.154,0.017,False,0.748484
dkl_finetune,6,35,SM-17029,1.4337090000000003,window_min,5.106115,45,False,False,1,0,0.152,0.017,True,0.748484
dkl_finetune,6,36,SM-11212,1.62641,window_min,5.106115,46,False,False,1,0,1.69,0.017,True,0.748484
