method,seed,cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s
random,4,1,2SeZn-1,2.6335309052897666,random,5.821184641245672,11,False,False,0,0,0.0,0.0
random,4,2,2TlPd2Se3-1,1.3161563226436228,random,5.821184641245672,12,False,False,0,0,0.0,0.0
random,4,3,1TiI2-2,0.828403365678688,random,5.821184641245672,13,False,False,0,0,0.0,0.0
random,4,4,1GeK2H6S6-1,3.372960039573049,random,5.821184641245672,14,False,False,0,0,0.0,0.0
random,4,5,1CuNiReBr8-1,0.2937560748422703,random,5.821184641245672,15,False,False,0,0,0.0,0.0
random,4,6,2SrP2O6-1,6.873763907240447,random,6.873763907240447,16,True,True,1,1,0.0,0.0
random,4,7,1CCl2Y2-1,1.7633177071617503,random,6.873763907240447,17,False,False,1,1,0.0,0.0
random,4,8,1HfO2-1,6.592802877815347,random,6.873763907240447,18,True,True,2,2,0.0,0.0
random,4,9,4HgTe-1,0.8990030425799269,random,6.873763907240447,19,False,False,2,2,0.0,0.0
random,4,10,2CdSe-1,2.197360631023562,random,6.873763907240447,20,False,False,2,2,0.0,0.0
random,4,11,2INZr-2,1.2349736010009478,random,6.873763907240447,21,False,False,2,2,0.0,0.0
random,4,12,1CdS2-1,2.379625183590513,random,6.873763907240447,22,False,False,2,2,0.0,0.0
random,4,13,1PdK2H6O6-1,4.383878824476335,random,6.873763907240447,23,False,False,2,2,0.0,0.0
random,4,14,1CaBr2-1,6.286147049980412,random,6.873763907240447,24,True,True,3,3,0.0,0.0
random,4,15,2SrI2S2H4-1,4.990520994395423,random,6.873763907240447,25,False,False,3,3,0.0,0.0
random,4,16,1MgI2-3,3.4479388759681475,random,6.873763907240447,26,False,False,3,3,0.0,0.0
random,4,17,1SrCl2-2,6.202427264782143,random,6.873763907240447,27,True,True,4,4,0.0,0.0
random,4,18,1GeBr2-2,3.3326328071259814,random,6.873763907240447,28,False,False,4,4,0.0,0.0
random,4,19,1Mo2Ta2O11-1,4.348665095075862,random,6.873763907240447,29,False,False,4,4,0.0,0.0
random,4,20,2ClRe3Se4-1,1.8953368220018683,random,6.873763907240447,30,False,False,4,4,0.0,0.0
random,4,21,1ZrH2P2O6-1,6.395484663595209,random,6.873763907240447,31,True,True,5,5,0.0,0.0
random,4,22,2CaBr2S2H4-1,5.883500821419386,random,6.873763907240447,32,False,True,5,6,0.0,0.0
random,4,23,1Tl2Se3-2,1.1714958069273467,random,6.873763907240447,33,False,False,5,6,0.0,0.0
random,4,24,1INbSeZrBr2S2-1,2.1424016569111957,random,6.873763907240447,34,False,False,5,6,0.0,0.0
random,4,25,1BaCl2-1,6.916304949670295,random,6.916304949670295,35,True,True,6,7,0.0,0.0
