method,seed,cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s
std_gp,5,1,2MoCd2O4-1,2.7013937874506078,ei,4.852601609005363,11,False,False,0,0,0.165,0.01
std_gp,5,2,1ZrMo2O8-1,5.053658305514012,ei,5.053658305514012,12,False,False,0,0,0.165,0.012
std_gp,5,3,1ZrH2P2O6-1,6.395484663595209,ei,6.395484663595209,13,True,True,1,1,0.166,0.012
std_gp,5,4,1ZnH2O2-1,4.267042625641457,ei,6.395484663595209,14,False,False,1,1,0.166,0.012
std_gp,5,5,2CaP2O6-1,7.038376448379054,ei,7.038376448379054,15,True,True,2,2,0.166,0.009
std_gp,5,6,2SrP2O6-1,6.873763907240447,ei,7.038376448379054,16,True,True,3,3,0.167,0.012
std_gp,5,7,1SrAs2F12-1,7.119181141262384,ei,7.119181141262384,17,True,True,4,4,0.168,0.013
std_gp,5,8,1SrP2F12-1,9.426418483475762,ei,9.426418483475762,18,True,True,5,5,0.169,0.012
std_gp,5,9,1MgB2F8-1,10.617772574966029,ei,10.617772574966029,19,True,True,6,6,0.169,0.01
std_gp,5,10,1MgF2-1,9.796043658608728,ei,10.617772574966029,20,True,True,7,7,0.168,0.012
std_gp,5,11,2FOY-1,6.726879214939499,ei,10.617772574966029,21,True,True,8,8,0.169,0.012
std_gp,5,12,2B2O3-1,8.004683736174364,ei,10.617772574966029,22,True,True,9,9,0.169,0.012
std_gp,5,13,1MnP2F12-1,6.441105521864005,ei,10.617772574966029,23,True,True,10,10,0.17,0.01
std_gp,5,14,1ScH2-1,0.5494590302526128,ei,10.617772574966029,24,False,False,10,10,0.156,0.011
std_gp,5,15,1TiF2-1,2.0961952531252583,ei,10.617772574966029,25,False,False,10,10,0.155,0.012
std_gp,5,16,1BaP2F12-1,9.582344405541459,ei,10.617772574966029,26,True,True,11,11,0.156,0.011
std_gp,5,17,1BaSb2F12-1,7.344033209756923,ei,10.617772574966029,27,True,True,12,12,0.157,0.008
std_gp,5,18,2SCs2-1,2.0885938848469348,ei,10.617772574966029,28,False,False,12,12,0.153,0.011
std_gp,5,19,4ClLi-1,7.344284115112513,ei,10.617772574966029,29,True,True,13,13,0.151,0.011
std_gp,5,20,2OSc-1,1.1937239071608414,ei,10.617772574966029,30,False,False,13,13,0.154,0.011
