method,seed,cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s
std_gp,6,1,1Mo2Ta2O11-1,4.348665095075862,ei,4.548981950507414,11,False,False,0,0,0.149,0.01
std_gp,6,2,1Nb2W2O11-1,4.194993443316678,ei,4.548981950507414,12,False,False,0,0,0.152,0.011
std_gp,6,3,1HfW2O8-1,5.420085263094771,ei,5.420085263094771,13,False,True,0,1,0.149,0.011
std_gp,6,4,2FHfN-2,3.903004594245254,ei,5.420085263094771,14,False,False,0,1,0.144,0.011
std_gp,6,5,2BrHfN-2,3.052794482155883,ei,5.420085263094771,15,False,False,0,1,0.146,0.008
std_gp,6,6,1PbNa2H6O6-1,4.410436855787237,ei,5.420085263094771,16,False,False,0,1,0.146,0.012
std_gp,6,7,2BaP2O6-1,6.8789754109267,ei,6.8789754109267,17,True,True,1,2,0.151,0.011
std_gp,6,8,2BaAs2O6-1,5.0141426303750585,ei,6.8789754109267,18,False,False,1,2,0.158,0.011
std_gp,6,9,2SrP2O6-1,6.873763907240447,ei,6.8789754109267,19,True,True,2,3,0.149,0.009
std_gp,6,10,1ZrO2-1,6.508374322754187,ei,6.8789754109267,20,True,True,3,4,0.153,0.011
std_gp,6,11,1HfO2-1,6.592802877815347,ei,6.8789754109267,21,True,True,4,5,0.147,0.011
std_gp,6,12,2CaP2O6-1,7.038376448379054,ei,7.038376448379054,22,True,True,5,6,0.148,0.011
std_gp,6,13,2FOY-1,6.726879214939499,ei,7.038376448379054,23,True,True,6,7,0.148,0.008
std_gp,6,14,1SrP2F12-1,9.426418483475762,ei,9.426418483475762,24,True,True,7,8,0.149,0.011
std_gp,6,15,1BaP2F12-1,9.582344405541459,ei,9.582344405541459,25,True,True,8,9,0.15,0.011
std_gp,6,16,1BaSb2F12-1,7.344033209756923,ei,9.582344405541459,26,True,True,9,10,0.151,0.011
std_gp,6,17,1MgB2F8-1,10.617772574966029,ei,10.617772574966029,27,True,True,10,11,0.152,0.008
std_gp,6,18,1MgF2-1,9.796043658608728,ei,10.617772574966029,28,True,True,11,12,0.15,0.011
std_gp,6,19,2ClOY-1,6.000126821266452,ei,10.617772574966029,29,False,True,11,13,0.15,0.011
std_gp,6,20,1MnP2F12-1,6.441105521864005,ei,10.617772574966029,30,True,True,12,14,0.151,0.011
std_gp,6,21,1MnO2-1,4.136989447015512,ei,10.617772574966029,31,False,False,12,14,0.15,0.008
std_gp,6,22,1ScH2-1,0.5494590302526128,ei,10.617772574966029,32,False,False,12,14,0.151,0.011
std_gp,6,23,1MgB2H8-1,7.486423969633201,ei,10.617772574966029,33,True,True,13,15,0.151,0.011
std_gp,6,24,1CH2Sc2-1,2.008994817721328,ei,10.617772574966029,34,False,False,13,15,0.151,0.011
std_gp,6,25,2CH-1,4.4211110950264505,ei,10.617772574966029,35,False,False,13,15,0.158,0.009
std_gp,6,26,2CaF2O2H4-1,7.9662019138200115,ei,10.617772574966029,36,True,True,14,16,0.151,0.011
std_gp,6,27,2SCs2-1,2.0885938848469348,ei,10.617772574966029,37,False,False,14,16,0.156,0.011
std_gp,6,28,2Bi-1,0.6111082036557421,ei,10.617772574966029,38,False,False,14,16,0.154,0.011
std_gp,6,29,2B2O3-1,8.004683736174364,ei,10.617772574966029,39,True,True,15,17,0.157,0.008
std_gp,6,30,1BN-1,5.6754492898906905,ei,10.617772574966029,40,False,True,15,18,0.154,0.011
std_gp,6,31,1TiF2-1,2.0961952531252583,ei,10.617772574966029,41,False,False,15,18,0.154,0.011
std_gp,6,32,6AuI-1,1.7034054648996437,ei,10.617772574966029,42,False,False,15,18,0.154,0.011
std_gp,6,33,2BLiH4O4-1,6.616432628917067,ei,10.617772574966029,43,True,True,16,19,0.154,0.008
std_gp,6,34,1BaI2-2,4.273588336806361,ei,10.617772574966029,44,False,False,16,19,0.157,0.011
std_gp,6,35,1AsB-1,1.1881552496653618,ei,10.617772574966029,45,False,False,16,19,0.156,0.011
std_gp,6,36,2OK2-1,1.8342979026326423,ei,10.617772574966029,46,False,False,16,19,0.156,0.01
std_gp,6,37,1PtBr2-1,1.3517715506082622,ei,10.617772574966029,47,False,False,16,19,0.157,0.009
std_gp,6,38,1BaI2-1,4.873623187282922,ei,10.617772574966029,48,False,False,16,19,0.16,0.011
std_gp,6,39,2HfTe-4,0.14481964133160097,ei,10.617772574966029,49,False,False,16,19,0.161,0.011
std_gp,6,40,1BaCl2-2,6.098517424967267,ei,10.617772574966029,50,True,True,17,20,0.171,0.011
