cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s
1,2SSb2O6-1,5.446764224561242,ucb,5.446764224561242,11,False,True,0,1,1.543,0.02
2,2NiSeO3-1,2.5544194811235115,ucb,5.446764224561242,12,False,False,0,1,0.131,0.016
3,2BiF3-1,5.899335099015164,ucb,5.899335099015164,13,False,True,0,2,0.14,0.017
4,2AuF3-1,2.0594235669879817,ucb,5.899335099015164,14,False,False,0,2,0.146,0.016
5,1Sb2O3-1,4.439731718535582,ucb,5.899335099015164,15,False,False,0,2,0.162,0.016
6,2MoF3-1,1.0138978662452711,ucb,5.899335099015164,16,False,False,0,2,1.169,0.017
7,2BiO-1,1.0415505741889353,ucb,5.899335099015164,17,False,False,0,2,0.14,0.017
8,2Sb2S3-1,2.6351589383866165,ucb,5.899335099015164,18,False,False,0,2,0.148,0.017
9,2PSbO4-1,5.769998647690189,ucb,5.899335099015164,19,False,True,0,3,0.145,0.016
10,2P2O3-2,5.3628804018511484,ucb,5.899335099015164,20,False,True,0,4,0.149,0.017
11,1PbF2-2,3.8353659193663487,ucb,5.899335099015164,21,False,False,0,4,1.235,0.016
12,2FOY-1,6.726879214939499,ucb,6.726879214939499,22,False,True,0,5,0.156,0.017
13,2CF-1,4.908943266382381,ucb,6.726879214939499,23,False,False,0,5,0.15,0.016
14,2GaF3-1,8.149127636641484,ucb,8.149127636641484,24,True,True,1,6,0.147,0.017
15,2AlF3-2,10.791584270238179,ucb,10.791584270238179,25,True,True,2,7,0.148,0.016
16,1MgB2F8-1,10.617772574966029,ucb,10.791584270238179,26,True,True,3,8,1.191,0.016
17,1SrAs2F12-1,7.119181141262384,ucb,10.791584270238179,27,True,True,4,9,0.142,0.017
18,2CoF3-1,4.57963732730472,ucb,10.791584270238179,28,False,False,4,9,0.145,0.016
19,2VF4-1,3.11207248904726,ucb,10.791584270238179,29,False,False,4,9,0.144,0.016
20,1SrP2F12-1,9.426418483475762,ucb,10.791584270238179,30,True,True,5,10,0.146,0.017
21,6FLi-1,8.825406810873499,ucb,10.791584270238179,31,True,True,6,11,1.19,0.016
22,1MgF2-1,9.796043658608728,ucb,10.791584270238179,32,True,True,7,12,0.144,0.017
23,4FLi-1,8.826324065442112,ucb,10.791584270238179,33,True,True,8,13,0.147,0.016
24,1MnP2F12-1,6.441105521864005,ucb,10.791584270238179,34,False,True,8,14,0.145,0.016
25,2AlFO-1,7.451110094646179,ucb,10.791584270238179,35,True,True,9,15,0.145,0.018
26,1BaP2F12-1,9.582344405541459,ucb,10.791584270238179,36,True,True,10,16,1.194,0.016
27,2YF3-1,9.894449577438952,ucb,10.791584270238179,37,True,True,11,17,0.135,0.016
28,2SbF3-1,6.459002884347144,ucb,10.791584270238179,38,False,True,11,18,0.133,0.016
29,1BaSb2F12-1,7.344033209756923,ucb,10.791584270238179,39,True,True,12,19,0.134,0.015
30,1SrSb2F12-1,7.2202620542179705,ucb,10.791584270238179,40,True,True,13,20,0.133,0.016
31,1BaAs2F12-1,7.2857903526061225,ucb,10.791584270238179,41,True,True,14,21,1.122,0.014
32,1SnF4-1,6.351150444196858,ucb,10.791584270238179,42,False,True,14,22,0.136,0.016
33,1CdF2-2,5.883244898348317,ucb,10.791584270238179,43,False,True,14,23,0.162,0.015
34,1CdF2-1,5.854292806657696,ucb,10.791584270238179,44,False,True,14,24,0.148,0.016
35,2YI3-2,3.7541758138782937,ucb,10.791584270238179,45,False,False,14,24,0.145,0.016
36,2CrF3-2,5.130388508247844,ucb,10.791584270238179,46,False,True,14,25,1.205,0.017
37,1MnSb2F12-1,4.059658821158711,ucb,10.791584270238179,47,False,False,14,25,0.148,0.016
38,2ScF3-1,10.024799859577415,ucb,10.791584270238179,48,True,True,15,26,0.145,0.016
39,1MgF2O2-1,5.5580529267601015,ucb,10.791584270238179,49,False,True,15,27,0.146,0.016
40,2IrF3-1,3.600846567518613,ucb,10.791584270238179,50,False,False,15,27,0.145,0.015
41,1RuF2-1,0.9109765980075024,ucb,10.791584270238179,51,False,False,15,27,1.225,0.017
42,2OSc-1,1.1937239071608414,ucb,10.791584270238179,52,False,False,15,27,0.152,0.017
43,2BaI2-1,4.606966312957807,ucb,10.791584270238179,53,False,False,15,27,0.146,0.018
44,2CsNORuF5-1,3.1379296454069974,ucb,10.791584270238179,54,False,False,15,27,0.147,0.016
45,2NOOsRbF5-1,2.8644533007455135,ucb,10.791584270238179,55,False,False,15,27,0.148,0.017
46,1TiF2-1,2.0961952531252583,ucb,10.791584270238179,56,False,False,15,27,1.296,0.018
47,1ScO2-2,3.7687367572730257,ucb,10.791584270238179,57,False,False,15,27,0.176,0.017
48,1MgI2-2,4.438057623690798,ucb,10.791584270238179,58,False,False,15,27,0.172,0.016
49,1BaI2-3,4.912590699629815,ucb,10.791584270238179,59,False,False,15,27,0.172,0.018
50,2RuF4-1,2.286381029441282,ucb,10.791584270238179,60,False,False,15,27,0.178,0.016
51,2FOSc-1,6.9857666520924075,ucb,10.791584270238179,61,False,True,15,28,1.366,0.018
52,1CdF2O2Sn2-1,3.5775631070563767,ucb,10.791584270238179,62,False,False,15,28,0.167,0.016
53,4IOSc-1,3.3501515984261054,ucb,10.791584270238179,63,False,False,15,28,0.158,0.016
54,4LiSbO2-2,4.4696488437103215,ucb,10.791584270238179,64,False,False,15,28,0.145,0.023
55,1SnF2-2,2.613997449031677,ucb,10.791584270238179,65,False,False,15,28,0.24,0.018
56,2CaO3H4-1,6.175914485021403,ucb,10.791584270238179,66,False,True,15,29,1.302,0.018
57,2SiZnO3-1,5.199915947853787,ucb,10.791584270238179,67,False,True,15,30,0.151,0.016
58,2FRhS-2,0.9180337033997481,ucb,10.791584270238179,68,False,False,15,30,0.159,0.017
59,2CoFO-1,1.3899900543041452,ucb,10.791584270238179,69,False,False,15,30,0.157,0.017
60,2TiO2-1,5.342124276048439,ucb,10.791584270238179,70,False,True,15,31,0.156,0.017
61,2LiNbF6-1,8.141265897281308,ucb,10.791584270238179,71,True,True,16,32,1.297,0.017
62,2OsF4-1,2.239581463704641,ucb,10.791584270238179,72,False,False,16,32,0.158,0.017
63,2LiTaF6-1,8.725162908062773,ucb,10.791584270238179,73,True,True,17,33,0.157,0.016
64,1FeZrF6-1,4.891525287437634,ucb,10.791584270238179,74,False,False,17,33,0.158,0.018
65,2Ga2O3-1,4.238227342795238,ucb,10.791584270238179,75,False,False,17,33,0.16,0.016
66,1NiPdF6-1,2.061489104177938,ucb,10.791584270238179,76,False,False,17,33,1.304,0.018
67,1BN-1,5.6754492898906905,ucb,10.791584270238179,77,False,True,17,34,0.154,0.017
68,2FLiO-1,5.494371611374226,ucb,10.791584270238179,78,False,True,17,35,0.158,0.016
69,1TiO2-3,3.4468951600103903,ucb,10.791584270238179,79,False,False,17,35,0.158,0.017
70,2SVH2O5-1,3.771349439801173,ucb,10.791584270238179,80,False,False,17,35,0.156,0.017
71,2KTaF6-1,8.68143673805662,ucb,10.791584270238179,81,True,True,18,36,1.288,0.017
72,2KNbF6-1,8.17697667577005,ucb,10.791584270238179,82,True,True,19,37,0.155,0.016
73,1BaBi2F12-1,4.978701893128808,ucb,10.791584270238179,83,False,False,19,37,0.154,0.017
74,2NaNbF6-1,8.250125633271292,ucb,10.791584270238179,84,True,True,20,38,0.157,0.016
