cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s
75,2RhF3-1,3.1668743680308444,ucb,10.791584270238179,85,False,False,20,38,0.153,0.018
76,1BaF2-3,7.672363815476019,ucb,10.791584270238179,86,True,True,21,39,1.328,0.016
77,1C2F2S2Zr3-1,0.025496467798554523,ucb,10.791584270238179,87,False,False,21,39,0.224,0.018
78,1Mg3O5-1,2.3282314288853705,ucb,10.791584270238179,88,False,False,21,39,0.193,0.015
79,2SrSb2O4-1,4.358141008303635,ucb,10.791584270238179,89,False,False,21,39,0.169,0.017
80,2AsHSb2O6-1,4.765162651187555,ucb,10.791584270238179,90,False,False,21,39,0.147,0.016
81,2NaTaF6-1,8.849863106960006,ucb,10.791584270238179,91,True,True,22,40,1.319,0.017
82,4CuFO-1,2.25856975408922,ucb,10.791584270238179,92,False,False,22,40,0.165,0.016
83,2FV-1,0.03369310034517975,ucb,10.791584270238179,93,False,False,22,40,0.171,0.017
84,2CCsSH3O3-1,6.115816918664659,ucb,10.791584270238179,94,False,True,22,41,0.169,0.016
85,4FNZr-1,3.2933184290796476,ucb,10.791584270238179,95,False,False,22,41,0.169,0.016
86,1MnAs2F12-1,4.160613762790249,ucb,10.791584270238179,96,False,False,22,41,1.424,0.017
87,2TiO3-1,4.995017646673862,ucb,10.791584270238179,97,False,False,22,41,0.174,0.016
88,1BaI2-1,4.873623187282922,ucb,10.791584270238179,98,False,False,22,41,0.172,0.017
89,2CdSeH2O4-1,5.4850973941403804,ucb,10.791584270238179,99,False,True,22,42,0.178,0.016
90,1CdIn2F8-1,6.03510030018629,ucb,10.791584270238179,100,False,True,22,43,0.177,0.025
91,2CdSH2O4-1,5.175836215360553,ucb,10.791584270238179,101,False,True,22,44,1.428,0.018
92,1NiO2-1,3.311206469863219,ucb,10.791584270238179,102,False,False,22,44,0.154,0.017
93,1AgAuF6-1,0.2724291870585729,ucb,10.791584270238179,103,False,False,22,44,0.161,0.017
94,1WO2-1,2.0968675991813504,ucb,10.791584270238179,104,False,False,22,44,0.157,0.016
95,1B2Hg3O6-1,5.205751058570286,ucb,10.791584270238179,105,False,True,22,45,0.162,0.017
96,3FNa-1,7.781608612287117,ucb,10.791584270238179,106,True,True,23,46,1.385,0.017
97,2FNa-1,7.694500527868119,ucb,10.791584270238179,107,True,True,24,47,0.172,0.016
98,2FHfN-2,3.903004594245254,ucb,10.791584270238179,108,False,False,24,47,0.151,0.014
99,2CH-1,4.4211110950264505,ucb,10.791584270238179,109,False,False,24,47,0.159,0.014
100,1CaF2-2,8.625433598979326,ucb,10.791584270238179,110,True,True,25,48,0.156,0.017
