cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s
63,4CuFHO-2,2.8352971687446136,ucb,10.791584270238179,73,False,False,8,29,0.148,0.016
64,2CoFO-1,1.3899900543041452,ucb,10.791584270238179,74,False,False,8,29,0.17,0.017
65,2CoF3-1,4.57963732730472,ucb,10.791584270238179,75,False,False,8,29,0.157,0.017
66,1MgF2-1,9.796043658608728,ucb,10.791584270238179,76,True,True,9,30,1.385,0.017
67,1MnO2-1,4.136989447015512,ucb,10.791584270238179,77,False,False,9,30,0.167,0.016
68,2CoFO2-1,2.473459086782842,ucb,10.791584270238179,78,False,False,9,30,0.164,0.016
69,1ZnNi3H4O8-1,1.7092634239183808,ucb,10.791584270238179,79,False,False,9,30,0.161,0.018
70,4AsLiO2-1,5.35117415365123,ucb,10.791584270238179,80,False,True,9,31,0.158,0.017
71,2HSeLi3O4-1,5.85623893684774,ucb,10.791584270238179,81,False,True,9,32,1.314,0.016
72,2HSLi3O4-1,5.693607965069441,ucb,10.791584270238179,82,False,True,9,33,0.159,0.016
73,2WAs2O6-1,3.1376084354241884,ucb,10.791584270238179,83,False,False,9,33,0.153,0.017
74,2LiV2O5-1,0.7116870364213104,ucb,10.791584270238179,84,False,False,9,33,0.16,0.016
75,2SeWZnO6-1,5.090406730516091,ucb,10.791584270238179,85,False,True,9,34,0.154,0.016
76,2AlHTeO4-1,5.330971197876758,ucb,10.791584270238179,86,False,True,9,35,1.302,0.016
77,1ZrH2P2O6-1,6.395484663595209,ucb,10.791584270238179,87,False,True,9,36,0.153,0.018
78,4BiLiO2-1,3.7836048126970576,ucb,10.791584270238179,88,False,False,9,36,0.155,0.018
79,2V2O5-3,3.877046180855299,ucb,10.791584270238179,89,False,False,9,36,0.154,0.016
80,2AsCrO3-1,3.9312867492803716,ucb,10.791584270238179,90,False,False,9,36,0.157,0.016
81,2SiZnO3-1,5.199915947853787,ucb,10.791584270238179,91,False,True,9,37,1.299,0.017
82,2FGaO-1,4.755211768183427,ucb,10.791584270238179,92,False,False,9,37,0.155,0.017
83,1BeAs2F4O4-1,6.123718725945416,ucb,10.791584270238179,93,False,True,9,38,0.156,0.017
84,2As2O3-3,5.514746111258008,ucb,10.791584270238179,94,False,True,9,39,0.155,0.016
85,2GaInO3-1,3.6648377168787616,ucb,10.791584270238179,95,False,False,9,39,0.153,0.016
86,4LiSbO2-1,4.431806733853256,ucb,10.791584270238179,96,False,False,9,39,1.315,0.017
87,2IrF3-1,3.600846567518613,ucb,10.791584270238179,97,False,False,9,39,0.158,0.017
88,2NaTaF6-1,8.849863106960006,ucb,10.791584270238179,98,True,True,10,40,0.16,0.016
89,1BaSb2F12-1,7.344033209756923,ucb,10.791584270238179,99,True,True,11,41,0.156,0.018
90,1CoCl2O8-1,4.619296874329345,ucb,10.791584270238179,100,False,False,11,41,0.168,0.016
91,1Mg3O5-1,2.3282314288853705,ucb,10.791584270238179,101,False,False,11,41,1.101,0.018
92,2HP3O6-1,5.828959430655282,ucb,10.791584270238179,102,False,True,11,42,0.135,0.014
93,2CuF2-1,4.027508565401927,ucb,10.791584270238179,103,False,False,11,42,0.138,0.017
94,2IrO-2,0.230399132387766,ucb,10.791584270238179,104,False,False,11,42,0.155,0.019
95,2PVO5-1,4.03175738821707,ucb,10.791584270238179,105,False,False,11,42,0.164,0.018
96,2FNaO-1,5.377216660211552,ucb,10.791584270238179,106,False,True,11,43,1.302,0.019
97,2FGe-1,0.3800804163974192,ucb,10.791584270238179,107,False,False,11,43,0.157,0.018
98,1CdF2O2Sn2-1,3.5775631070563767,ucb,10.791584270238179,108,False,False,11,43,0.158,0.017
99,1CdF2-1,5.854292806657696,ucb,10.791584270238179,109,False,True,11,44,0.156,0.016
100,1BaBi2F12-1,4.978701893128808,ucb,10.791584270238179,110,False,False,11,44,0.157,0.017
