cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s
1,2FGePO3-1,5.82680167459753,ucb,5.82680167459753,11,False,True,0,1,1.434,0.019
2,2INbO2-1,2.29497312387122,ucb,5.82680167459753,12,False,False,0,1,0.13,0.016
3,1BiFS2O6-1,3.804722419858555,ucb,5.82680167459753,13,False,False,0,1,0.131,0.015
4,2STe2O7-1,4.608542776605175,ucb,5.82680167459753,14,False,False,0,1,0.136,0.016
5,2FInO-1,3.6851550785777416,ucb,5.82680167459753,15,False,False,0,1,0.128,0.016
6,2MoPO5-1,3.0235634748456244,ucb,5.82680167459753,16,False,False,0,1,1.068,0.015
7,1C2O2Ti3-1,0.47760765367443836,ucb,5.82680167459753,17,False,False,0,1,0.133,0.02
8,2CCsO3-1,2.6641390646986287,ucb,5.82680167459753,18,False,False,0,1,0.142,0.016
9,2P2O3-3,5.460991606115156,ucb,5.82680167459753,19,False,True,0,2,0.124,0.014
10,2P2O3-1,5.37641526422396,ucb,5.82680167459753,20,False,True,0,3,0.123,0.015
11,2Ge-1,0.024906775170386197,ucb,5.82680167459753,21,False,False,0,3,0.996,0.015
12,2CdFSbO2-1,3.5130988612781677,ucb,5.82680167459753,22,False,False,0,3,0.126,0.015
13,2P2O3-2,5.3628804018511484,ucb,5.82680167459753,23,False,True,0,4,0.127,0.015
14,2P2O3-4,5.612790919903382,ucb,5.82680167459753,24,False,True,0,5,0.131,0.015
15,2GeO-1,3.6280943599473017,ucb,5.82680167459753,25,False,False,0,5,0.127,0.014
16,4GePSe-1,2.432913902108366,ucb,5.82680167459753,26,False,False,0,5,1.107,0.016
17,1GeO2-3,2.945040655445716,ucb,5.82680167459753,27,False,False,0,5,0.144,0.017
18,2P-1,2.7339604246771136,ucb,5.82680167459753,28,False,False,0,5,0.141,0.016
19,2ClGePO3-1,5.831420452682101,ucb,5.831420452682101,29,False,True,0,6,0.141,0.016
20,1Cl2Ge2O3-1,4.4616274902142035,ucb,5.831420452682101,30,False,False,0,6,0.144,0.016
21,2GeZnO3-1,4.446110333053714,ucb,5.831420452682101,31,False,False,0,6,1.201,0.017
22,2Sn-1,0.08248983228936257,ucb,5.831420452682101,32,False,False,0,6,0.158,0.017
23,1GeS2-2,1.4046715687206248,ucb,5.831420452682101,33,False,False,0,6,0.149,0.017
24,1NiO2-1,3.311206469863219,ucb,5.831420452682101,34,False,False,0,6,0.144,0.016
25,2GeHPO3-1,6.084393950689768,ucb,6.084393950689768,35,False,True,0,7,0.142,0.016
26,1NiCl2O8-1,5.2965962215884055,ucb,6.084393950689768,36,False,True,0,8,1.213,0.016
27,2B2O3-1,8.004683736174364,ucb,8.004683736174364,37,True,True,1,9,0.154,0.016
28,6FLi-1,8.825406810873499,ucb,8.825406810873499,38,True,True,2,10,0.131,0.014
29,2BLiH4O4-1,6.616432628917067,ucb,8.825406810873499,39,False,True,2,11,0.148,0.016
30,4FLi-1,8.826324065442112,ucb,8.826324065442112,40,True,True,3,12,0.144,0.016
31,1CrO2-2,1.1440773459972675,ucb,8.826324065442112,41,False,False,3,12,1.178,0.018
32,2GeSe-3,0.04546774601840209,ucb,8.826324065442112,42,False,False,3,12,0.145,0.016
33,1Ge7I12-1,0.7059091580982777,ucb,8.826324065442112,43,False,False,3,12,0.144,0.016
34,2RuO2-1,0.6932405137718671,ucb,8.826324065442112,44,False,False,3,12,0.143,0.016
35,2AlFO-1,7.451110094646179,ucb,8.826324065442112,45,True,True,4,13,0.144,0.018
36,1CuLi2O2-1,2.8472629677086188,ucb,8.826324065442112,46,False,False,4,13,1.21,0.016
37,2AlAsO3-1,5.969293617398447,ucb,8.826324065442112,47,False,True,4,14,0.131,0.014
38,1Cd2Mn3O8-1,3.2084256568344345,ucb,8.826324065442112,48,False,False,4,14,0.147,0.016
39,1NiF2-1,5.685462788767933,ucb,8.826324065442112,49,False,True,4,15,0.144,0.016
40,2Ga2O3-1,4.238227342795238,ucb,8.826324065442112,50,False,False,4,15,0.143,0.016
41,2GeS-4,0.06145342736821724,ucb,8.826324065442112,51,False,False,4,15,1.259,0.016
42,1MgB2F8-1,10.617772574966029,ucb,10.617772574966029,52,True,True,5,16,0.143,0.016
43,1SrP2F12-1,9.426418483475762,ucb,10.617772574966029,53,True,True,6,17,0.144,0.015
44,2BNaH4O4-1,6.454110000858065,ucb,10.617772574966029,54,False,True,6,18,0.143,0.016
45,1NiPdF6-1,2.061489104177938,ucb,10.617772574966029,55,False,False,6,18,0.141,0.016
46,1GeLi2H6O6-1,5.821184641245672,ucb,10.617772574966029,56,False,True,6,19,1.204,0.014
47,1BN-1,5.6754492898906905,ucb,10.617772574966029,57,False,True,6,20,0.153,0.016
48,1PdLi2H6O6-1,4.305871141644152,ucb,10.617772574966029,58,False,False,6,20,0.168,0.017
49,1BaP2F12-1,9.582344405541459,ucb,10.617772574966029,59,True,True,7,21,0.175,0.016
50,2HTeLi3O4-1,5.347235093469902,ucb,10.617772574966029,60,False,True,7,22,0.181,0.017
51,1MgLi2S2H4O8-1,6.020060696821162,ucb,10.617772574966029,61,False,True,7,23,1.308,0.016
52,1MnP2F12-1,6.441105521864005,ucb,10.617772574966029,62,False,True,7,24,0.147,0.016
53,2FLiO-1,5.494371611374226,ucb,10.617772574966029,63,False,True,7,25,0.154,0.016
54,2AlHSO4-1,6.800169884150914,ucb,10.617772574966029,64,False,True,7,26,0.176,0.016
55,1MnAs2F12-1,4.160613762790249,ucb,10.617772574966029,65,False,False,7,26,0.19,0.017
56,2CoHO2-1,2.5963145090799253,ucb,10.617772574966029,66,False,False,7,26,1.356,0.017
57,2SeCu2-2,1.2089315072754925,ucb,10.617772574966029,67,False,False,7,26,0.182,0.016
58,1NiH2O2-1,3.271934327387261,ucb,10.617772574966029,68,False,False,7,26,0.159,0.016
59,4AsLiO2-2,5.391756674019026,ucb,10.617772574966029,69,False,True,7,27,0.156,0.016
60,1MgLi2Se2H4O8-1,6.069699781154093,ucb,10.617772574966029,70,False,True,7,28,0.162,0.016
61,2AlF3-2,10.791584270238179,ucb,10.791584270238179,71,True,True,8,29,1.339,0.015
62,2FV-1,0.03369310034517975,ucb,10.791584270238179,72,False,False,8,29,0.14,0.014
