cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s
48,2MoF3-1,1.0138978662452711,ucb,10.791584270238179,58,False,False,13,27,0.144,0.016
49,1FeHfH6-1,3.294382919558046,ucb,10.791584270238179,59,False,False,13,27,0.144,0.017
50,2PdF2-1,2.6062238997028206,ucb,10.791584270238179,60,False,False,13,27,0.146,0.016
51,2CoF3-1,4.57963732730472,ucb,10.791584270238179,61,False,False,13,27,1.226,0.016
52,4FLi-1,8.826324065442112,ucb,10.791584270238179,62,True,True,14,28,0.154,0.017
53,1BaSb2F12-1,7.344033209756923,ucb,10.791584270238179,63,True,True,15,29,0.15,0.017
54,6FLi-1,8.825406810873499,ucb,10.791584270238179,64,True,True,16,30,0.15,0.018
55,1SrP2F12-1,9.426418483475762,ucb,10.791584270238179,65,True,True,17,31,0.157,0.016
56,1ZnNi3H4O8-1,1.7092634239183808,ucb,10.791584270238179,66,False,False,17,31,1.257,0.019
57,1MgH2O2-1,5.028010763049256,ucb,10.791584270238179,67,False,False,17,31,0.152,0.017
58,2HLiO-1,5.6121973418083115,ucb,10.791584270238179,68,False,True,17,32,0.152,0.017
59,2NbF2Se2-1,1.8356440861598224,ucb,10.791584270238179,69,False,False,17,32,0.157,0.016
60,1RuF2-1,0.9109765980075024,ucb,10.791584270238179,70,False,False,17,32,0.156,0.017
61,2AuF3-1,2.0594235669879817,ucb,10.791584270238179,71,False,False,17,32,1.337,0.016
62,1CdIn2F8-1,6.03510030018629,ucb,10.791584270238179,72,False,True,17,33,0.143,0.014
63,2FORh-1,1.1290490577448993,ucb,10.791584270238179,73,False,False,17,33,0.138,0.016
64,2BrCuNC3F4-1,2.093435520930103,ucb,10.791584270238179,74,False,False,17,33,0.15,0.018
65,2InF3-2,7.139247014902809,ucb,10.791584270238179,75,True,True,18,34,0.156,0.017
66,2ScF3-1,10.024799859577415,ucb,10.791584270238179,76,True,True,19,35,1.233,0.018
67,2KNbF6-1,8.17697667577005,ucb,10.791584270238179,77,True,True,20,36,0.155,0.016
68,2ClCuNC3F4-1,2.305718428784305,ucb,10.791584270238179,78,False,False,20,36,0.157,0.016
69,2ClKF4-1,5.658228882379254,ucb,10.791584270238179,79,False,True,20,37,0.157,0.016
70,2PtF3-1,2.703203660012716,ucb,10.791584270238179,80,False,False,20,37,0.156,0.016
71,1SeTa3F7-1,1.7348175449270067,ucb,10.791584270238179,81,False,False,20,37,1.29,0.016
72,2KTaF6-1,8.68143673805662,ucb,10.791584270238179,82,True,True,21,38,0.155,0.019
73,2FGaO-1,4.755211768183427,ucb,10.791584270238179,83,False,False,21,38,0.163,0.016
74,2CuF-2,0.47672381934064756,ucb,10.791584270238179,84,False,False,21,38,0.15,0.015
75,1MgLi2Se2H4O8-1,6.069699781154093,ucb,10.791584270238179,85,False,True,21,39,0.16,0.016
76,1SeNb3F7-1,1.8073108281965378,ucb,10.791584270238179,86,False,False,21,39,1.004,0.017
77,1PdF2-2,3.1944233505733015,ucb,10.791584270238179,87,False,False,21,39,0.158,0.017
78,2CdSeH2O4-1,5.4850973941403804,ucb,10.791584270238179,88,False,True,21,40,0.158,0.018
79,2BiF3-1,5.899335099015164,ucb,10.791584270238179,89,False,True,21,41,0.145,0.016
80,2WF2O2-1,3.972017419309762,ucb,10.791584270238179,90,False,False,21,41,0.15,0.017
81,1AuSnF6-1,2.420209140850937,ucb,10.791584270238179,91,False,False,21,41,1.288,0.017
82,2NaTaF6-1,8.849863106960006,ucb,10.791584270238179,92,True,True,22,42,0.164,0.017
83,1AgGeF6-1,2.5530257005823582,ucb,10.791584270238179,93,False,False,22,42,0.174,0.018
84,1SnF4-1,6.351150444196858,ucb,10.791584270238179,94,False,True,22,43,0.155,0.018
85,1AgAuF6-1,0.2724291870585729,ucb,10.791584270238179,95,False,False,22,43,0.152,0.02
86,2NaNbF6-1,8.250125633271292,ucb,10.791584270238179,96,True,True,23,44,1.306,0.017
87,2SbF3-1,6.459002884347144,ucb,10.791584270238179,97,False,True,23,45,0.152,0.016
88,2TlF3-1,4.7400790573229,ucb,10.791584270238179,98,False,False,23,45,0.143,0.016
89,2HPAs2O6-1,5.999065135105331,ucb,10.791584270238179,99,False,True,23,46,0.144,0.016
90,2AlHTeO4-1,5.330971197876758,ucb,10.791584270238179,100,False,True,23,47,0.145,0.016
91,2RbC2F3O3-1,7.402504055455668,ucb,10.791584270238179,101,True,True,24,48,1.22,0.015
92,2CsIF4-1,4.762112361273225,ucb,10.791584270238179,102,False,False,24,48,0.143,0.016
93,1GeF2-2,2.7080558977913833,ucb,10.791584270238179,103,False,False,24,48,0.169,0.017
94,1SnF2-2,2.613997449031677,ucb,10.791584270238179,104,False,False,24,48,0.146,0.016
95,2AgF-3,2.4754459300139935,ucb,10.791584270238179,105,False,False,24,48,0.156,0.016
96,2CrF2-1,4.279998908163588,ucb,10.791584270238179,106,False,False,24,48,1.301,0.018
97,4FTl-1,4.709213540407857,ucb,10.791584270238179,107,False,False,24,48,0.153,0.017
98,2CKSF3O3-1,7.673819026588019,ucb,10.791584270238179,108,True,True,25,49,0.159,0.016
99,4P-1,1.5111873683643162,ucb,10.791584270238179,109,False,False,25,49,0.157,0.017
100,2CdFSbO2-1,3.5130988612781677,ucb,10.791584270238179,110,False,False,25,49,0.157,0.017
