cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s
1,2Cr2O5-1,1.320829092150091,ucb,5.047520415385245,11,False,False,0,0,1.545,0.02
2,2CaSn2F6-1,4.94795999948755,ucb,5.047520415385245,12,False,False,0,0,0.13,0.016
3,1BeAs2F4O4-1,6.123718725945416,ucb,6.123718725945416,13,False,True,0,1,0.13,0.016
4,2HTeLi3O4-1,5.347235093469902,ucb,6.123718725945416,14,False,True,0,2,0.13,0.016
5,2KNORuF5-1,3.0892892169752972,ucb,6.123718725945416,15,False,False,0,2,0.13,0.015
6,2As2Be3-1,1.9577630619971258,ucb,6.123718725945416,16,False,False,0,2,1.075,0.016
7,2PVO5-1,4.03175738821707,ucb,6.123718725945416,17,False,False,0,2,0.141,0.016
8,2MoPO5-1,3.0235634748456244,ucb,6.123718725945416,18,False,False,0,2,0.141,0.017
9,4AsLiO2-1,5.35117415365123,ucb,6.123718725945416,19,False,True,0,3,0.142,0.016
10,2SrF2O2H4-1,7.694953668993825,ucb,7.694953668993825,20,True,True,1,4,0.152,0.018
11,1PdNa2H6O6-1,4.355284496193546,ucb,7.694953668993825,21,False,False,1,4,1.148,0.014
12,2ILiO2H4-1,4.724923118928624,ucb,7.694953668993825,22,False,False,1,4,0.142,0.017
13,2CdI2-1,3.1718806653220297,ucb,7.694953668993825,23,False,False,1,4,0.147,0.018
14,2MoF3-2,2.6089472714135282,ucb,7.694953668993825,24,False,False,1,4,0.142,0.016
15,1HfH2-1,0.24372075695468265,ucb,7.694953668993825,25,False,False,1,4,0.141,0.016
16,2CaF2O2H4-1,7.9662019138200115,ucb,7.9662019138200115,26,True,True,2,5,1.145,0.017
17,1MgLi2S2H4O8-1,6.020060696821162,ucb,7.9662019138200115,27,False,True,2,6,0.139,0.016
18,2SrO3H4-1,6.069913590947623,ucb,7.9662019138200115,28,False,True,2,7,0.141,0.015
19,2CPSnH3O3-1,5.048899821284586,ucb,7.9662019138200115,29,False,True,2,8,0.14,0.017
20,2BKH4O4-1,6.126452412229799,ucb,7.9662019138200115,30,False,True,2,9,0.141,0.017
21,2CaO3H4-1,6.175914485021403,ucb,7.9662019138200115,31,False,True,2,10,1.172,0.017
22,1MgB2F8-1,10.617772574966029,ucb,10.617772574966029,32,True,True,3,11,0.149,0.016
23,2BLiH4O4-1,6.616432628917067,ucb,10.617772574966029,33,False,True,3,12,0.14,0.016
24,2BNaH4O4-1,6.454110000858065,ucb,10.617772574966029,34,False,True,3,13,0.127,0.016
25,1MnP2F12-1,6.441105521864005,ucb,10.617772574966029,35,False,True,3,14,0.146,0.02
26,1SrAs2F12-1,7.119181141262384,ucb,10.617772574966029,36,True,True,4,15,1.169,0.016
27,2LiNbF6-1,8.141265897281308,ucb,10.617772574966029,37,True,True,5,16,0.149,0.016
28,2VF4-1,3.11207248904726,ucb,10.617772574966029,38,False,False,5,16,0.145,0.016
29,2ClLiO2H4-1,6.111150256482566,ucb,10.617772574966029,39,False,True,5,17,0.143,0.016
30,1MgB2H8-1,7.486423969633201,ucb,10.617772574966029,40,True,True,6,18,0.149,0.016
31,1MnAs2F12-1,4.160613762790249,ucb,10.617772574966029,41,False,False,6,18,1.162,0.014
32,1MgF2-1,9.796043658608728,ucb,10.617772574966029,42,True,True,7,19,0.126,0.014
33,2AlF3-2,10.791584270238179,ucb,10.791584270238179,43,True,True,8,20,0.123,0.016
34,1BaAs2F12-1,7.2857903526061225,ucb,10.791584270238179,44,True,True,9,21,0.155,0.014
35,2YF3-1,9.894449577438952,ucb,10.791584270238179,45,True,True,10,22,0.136,0.016
36,2AgF3-3,2.201326171039555,ucb,10.791584270238179,46,False,False,10,22,1.168,0.017
37,1ReAu2F6-1,1.1447874840204548,ucb,10.791584270238179,47,False,False,10,22,0.146,0.016
38,2CaGe2F6-1,5.992006948733845,ucb,10.791584270238179,48,False,True,10,23,0.145,0.016
39,2CGePH3O3-1,5.744090029347575,ucb,10.791584270238179,49,False,True,10,24,0.15,0.016
40,2LiTaF6-1,8.725162908062773,ucb,10.791584270238179,50,True,True,11,25,0.152,0.016
41,2PtF2-1,2.78136728996825,ucb,10.791584270238179,51,False,False,11,25,1.193,0.016
42,1SrSb2F12-1,7.2202620542179705,ucb,10.791584270238179,52,True,True,12,26,0.147,0.017
43,4CuF2-1,2.68226793064,ucb,10.791584270238179,53,False,False,12,26,0.151,0.016
44,1NiPdF6-1,2.061489104177938,ucb,10.791584270238179,54,False,False,12,26,0.141,0.016
45,2RhF3-1,3.1668743680308444,ucb,10.791584270238179,55,False,False,12,26,0.143,0.016
46,1BaP2F12-1,9.582344405541459,ucb,10.791584270238179,56,True,True,13,27,1.185,0.016
47,1MnSb2F12-1,4.059658821158711,ucb,10.791584270238179,57,False,False,13,27,0.143,0.016
