cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s
1,4BSbO3-1,5.051091062800034,ucb,5.051091062800034,11,False,True,0,1,1.546,0.021
2,1CdF2-1,5.854292806657696,ucb,5.854292806657696,12,False,True,0,2,0.158,0.018
3,2Ga2O3-1,4.238227342795238,ucb,5.854292806657696,13,False,False,0,2,0.169,0.017
4,2SbF3-1,6.459002884347144,ucb,6.459002884347144,14,False,True,0,3,0.143,0.015
5,2InF3-2,7.139247014902809,ucb,7.139247014902809,15,True,True,1,4,0.151,0.016
6,1BaP2F12-1,9.582344405541459,ucb,9.582344405541459,16,True,True,2,5,1.278,0.016
7,1MgB2F8-1,10.617772574966029,ucb,10.617772574966029,17,True,True,3,6,0.172,0.018
8,1SrP2F12-1,9.426418483475762,ucb,10.617772574966029,18,True,True,4,7,0.18,0.018
9,1MnP2F12-1,6.441105521864005,ucb,10.617772574966029,19,False,True,4,8,0.156,0.017
10,2CuF3-1,3.550039340616814,ucb,10.617772574966029,20,False,False,4,8,0.162,0.017
11,1BaSb2F12-1,7.344033209756923,ucb,10.617772574966029,21,True,True,5,9,1.407,0.016
12,1SrSb2F12-1,7.2202620542179705,ucb,10.617772574966029,22,True,True,6,10,0.143,0.016
13,4FIn-2,0.0848392938364606,ucb,10.617772574966029,23,False,False,6,10,0.143,0.018
14,2AgF3-3,2.201326171039555,ucb,10.617772574966029,24,False,False,6,10,0.145,0.017
15,2FOY-1,6.726879214939499,ucb,10.617772574966029,25,False,True,6,11,0.148,0.016
16,2FSn-1,0.29610962878035796,ucb,10.617772574966029,26,False,False,6,11,1.272,0.018
17,2IrF3-1,3.600846567518613,ucb,10.617772574966029,27,False,False,6,11,0.148,0.014
18,2AlFO-1,7.451110094646179,ucb,10.617772574966029,28,True,True,7,12,0.12,0.014
19,6FLi-1,8.825406810873499,ucb,10.617772574966029,29,True,True,8,13,0.128,0.016
20,4FLi-1,8.826324065442112,ucb,10.617772574966029,30,True,True,9,14,0.133,0.026
21,1SnF4-1,6.351150444196858,ucb,10.617772574966029,31,False,True,9,15,1.153,0.017
22,1ZnF2-1,7.04070118337718,ucb,10.617772574966029,32,True,True,10,16,0.141,0.016
23,2CH-1,4.4211110950264505,ucb,10.617772574966029,33,False,False,10,16,0.146,0.018
24,2CF-1,4.908943266382381,ucb,10.617772574966029,34,False,False,10,16,0.157,0.016
25,1BaF2-3,7.672363815476019,ucb,10.617772574966029,35,True,True,11,17,0.153,0.017
26,2AgF-2,1.809729494697217,ucb,10.617772574966029,36,False,False,11,17,1.19,0.015
27,1OVF2-1,3.3109048274751873,ucb,10.617772574966029,37,False,False,11,17,0.139,0.017
28,2CuINC3F4-1,1.621438314877937,ucb,10.617772574966029,38,False,False,11,17,0.162,0.016
29,2CoFO-1,1.3899900543041452,ucb,10.617772574966029,39,False,False,11,17,0.137,0.016
30,2FV-1,0.03369310034517975,ucb,10.617772574966029,40,False,False,11,17,0.14,0.016
31,2RuF4-1,2.286381029441282,ucb,10.617772574966029,41,False,False,11,17,1.19,0.018
32,1BaBi2F12-1,4.978701893128808,ucb,10.617772574966029,42,False,False,11,17,0.142,0.017
33,2YF3-1,9.894449577438952,ucb,10.617772574966029,43,True,True,12,18,0.142,0.016
34,1MnSb2F12-1,4.059658821158711,ucb,10.617772574966029,44,False,False,12,18,0.144,0.016
35,1MnAs2F12-1,4.160613762790249,ucb,10.617772574966029,45,False,False,12,18,0.144,0.018
36,1NiPdF6-1,2.061489104177938,ucb,10.617772574966029,46,False,False,12,18,1.203,0.014
37,1SrF2-2,8.15248699861636,ucb,10.617772574966029,47,True,True,13,19,0.14,0.015
38,2FInO-1,3.6851550785777416,ucb,10.617772574966029,48,False,False,13,19,0.136,0.016
39,2IIn-3,2.3465737617708307,ucb,10.617772574966029,49,False,False,13,19,0.143,0.017
40,2ClKF4-1,5.658228882379254,ucb,10.617772574966029,50,False,True,13,20,0.142,0.016
41,2NbF2Se2-1,1.8356440861598224,ucb,10.617772574966029,51,False,False,13,20,1.186,0.016
42,2VF4-1,3.11207248904726,ucb,10.617772574966029,52,False,False,13,20,0.143,0.016
43,1MgF2O2-1,5.5580529267601015,ucb,10.617772574966029,53,False,True,13,21,0.144,0.016
44,2FPd-1,2.1903528909508743,ucb,10.617772574966029,54,False,False,13,21,0.143,0.016
45,1Tl3F5-1,4.0640258232570465,ucb,10.617772574966029,55,False,False,13,21,0.147,0.017
46,3FNa-1,7.781608612287117,ucb,10.617772574966029,56,True,True,14,22,1.256,0.014
47,2NaNbF6-1,8.250125633271292,ucb,10.617772574966029,57,True,True,15,23,0.124,0.015
48,2LiNbF6-1,8.141265897281308,ucb,10.617772574966029,58,True,True,16,24,0.125,0.016
49,2RhF3-2,3.690905229442491,ucb,10.617772574966029,59,False,False,16,24,0.13,0.025
50,1NiZrF6-1,6.163583641822975,ucb,10.617772574966029,60,False,True,16,25,0.143,0.016
51,1BaAs2F12-1,7.2857903526061225,ucb,10.617772574966029,61,True,True,17,26,1.193,0.016
52,2MoF3-1,1.0138978662452711,ucb,10.617772574966029,62,False,False,17,26,0.158,0.016
53,2HInTeO4-1,5.208508249022005,ucb,10.617772574966029,63,False,True,17,27,0.15,0.016
