cycle,uid,gap_acquired,acquisition_fn,best_so_far,n_labelled,is_top50,is_top10pct,cumul_top50,cumul_top10pct,train_time_s,predict_time_s
54,2AlHSO4-1,6.800169884150914,ucb,10.617772574966029,64,False,True,17,28,0.148,0.016
55,2KNbF6-1,8.17697667577005,ucb,10.617772574966029,65,True,True,18,29,0.152,0.016
56,1AgGeF6-1,2.5530257005823582,ucb,10.617772574966029,66,False,False,18,29,1.301,0.018
57,2AlF3-2,10.791584270238179,ucb,10.791584270238179,67,True,True,19,30,0.159,0.016
58,1SNb3F7-1,1.8722522956083236,ucb,10.791584270238179,68,False,False,19,30,0.147,0.016
59,2FSeY-1,2.4298763476565908,ucb,10.791584270238179,69,False,False,19,30,0.162,0.018
60,2MoF3-2,2.6089472714135282,ucb,10.791584270238179,70,False,False,19,30,0.155,0.018
61,4AuF2-1,1.2860629579115832,ucb,10.791584270238179,71,False,False,19,30,1.159,0.018
62,2PtF2-1,2.78136728996825,ucb,10.791584270238179,72,False,False,19,30,0.155,0.017
63,2RuO2-1,0.6932405137718671,ucb,10.791584270238179,73,False,False,19,30,0.158,0.016
64,1PdF2-2,3.1944233505733015,ucb,10.791584270238179,74,False,False,19,30,0.147,0.018
65,1AgAuF6-1,0.2724291870585729,ucb,10.791584270238179,75,False,False,19,30,0.164,0.017
66,1GeO2-1,5.355296396300146,ucb,10.791584270238179,76,False,True,19,31,1.308,0.017
67,2INbO2-1,2.29497312387122,ucb,10.791584270238179,77,False,False,19,31,0.162,0.016
68,2AlO2-2,1.6450864500759126,ucb,10.791584270238179,78,False,False,19,31,0.151,0.018
69,2NC3-1,1.0137469536167552,ucb,10.791584270238179,79,False,False,19,31,0.143,0.016
70,1F2Se2V2O7-1,2.9066350668829575,ucb,10.791584270238179,80,False,False,19,31,0.153,0.016
71,3FIn-1,2.2105569279961665,ucb,10.791584270238179,81,False,False,19,31,1.271,0.017
72,1CrO2-2,1.1440773459972675,ucb,10.791584270238179,82,False,False,19,31,0.147,0.016
73,2TlF3-1,4.7400790573229,ucb,10.791584270238179,83,False,False,19,31,0.146,0.016
74,4TaO2-1,1.48728704943805,ucb,10.791584270238179,84,False,False,19,31,0.146,0.016
75,1PtO2-1,3.149976562263642,ucb,10.791584270238179,85,False,False,19,31,0.145,0.016
76,2CoFO2-1,2.473459086782842,ucb,10.791584270238179,86,False,False,19,31,1.239,0.027
77,1RuF2-1,0.9109765980075024,ucb,10.791584270238179,87,False,False,19,31,0.149,0.016
78,1NiO2-1,3.311206469863219,ucb,10.791584270238179,88,False,False,19,31,0.155,0.014
79,2InS-1,2.4308252492074818,ucb,10.791584270238179,89,False,False,19,31,0.146,0.018
80,1SrAs2F12-1,7.119181141262384,ucb,10.791584270238179,90,True,True,20,32,0.151,0.017
81,2In2S3-3,2.6864324983038843,ucb,10.791584270238179,91,False,False,20,32,1.046,0.017
82,2RhF3-1,3.1668743680308444,ucb,10.791584270238179,92,False,False,20,32,0.155,0.018
83,2OSTi-1,2.188321442580533,ucb,10.791584270238179,93,False,False,20,32,0.153,0.018
84,2OsO2-1,1.0046225066191854,ucb,10.791584270238179,94,False,False,20,32,0.153,0.016
85,1CrMo3O8-1,1.3512016747745197,ucb,10.791584270238179,95,False,False,20,32,0.154,0.017
86,2CsNRuSF5-1,2.5792404973102,ucb,10.791584270238179,96,False,False,20,32,1.294,0.017
87,2CsNOsSF5-1,2.5250863456840076,ucb,10.791584270238179,97,False,False,20,32,0.145,0.025
88,2GeO-1,3.6280943599473017,ucb,10.791584270238179,98,False,False,20,32,0.156,0.018
89,4CaSeO3-1,6.044605616137622,ucb,10.791584270238179,99,False,True,20,33,0.158,0.017
90,1CO2Zr2-1,1.7285235727897732,ucb,10.791584270238179,100,False,False,20,33,0.157,0.017
91,1N2O2Zr3-1,0.6158245232797013,ucb,10.791584270238179,101,False,False,20,33,0.743,0.017
92,4PPdS-1,2.0904344386127454,ucb,10.791584270238179,102,False,False,20,33,0.157,0.019
93,1SiS2-2,2.2164711320578667,ucb,10.791584270238179,103,False,False,20,33,0.166,0.018
94,2ClHfN-1,3.4459131562530994,ucb,10.791584270238179,104,False,False,20,33,0.152,0.018
95,1HfO2-3,3.725815645985811,ucb,10.791584270238179,105,False,False,20,33,0.156,0.018
96,1STa3F7-1,1.7987013928879922,ucb,10.791584270238179,106,False,False,20,33,0.551,0.017
97,1InNaAs2S6-1,2.836027869118116,ucb,10.791584270238179,107,False,False,20,33,0.151,0.016
98,1AgScP2S6-1,3.453451687883375,ucb,10.791584270238179,108,False,False,20,33,0.149,0.016
99,1AuBiP2Se6-1,1.6037739096031203,ucb,10.791584270238179,109,False,False,20,33,0.15,0.016
100,1AgCrP2Se6-1,1.788781534497054,ucb,10.791584270238179,110,False,False,20,33,0.149,0.017
