task,method,seed,regret_auc,final_best,final_top50,final_top10pct
gap_max,dkl_frozen,27,0.7271409970914888,8.68143673805662,39,52
gap_max,dkl_frozen,28,1.7502849784863392,7.586685082888464,30,42
gap_max,dkl_frozen,29,0.14231771517186026,8.68143673805662,28,38
gap_max,random,0,1.7978047739836465,8.572742466226543,7,12
gap_max,random,1,3.0815588011059365,6.552578158599866,4,9
gap_max,random,2,2.2367585468877693,7.021843569419415,5,10
gap_max,random,3,2.534615024273524,7.351129491723217,8,9
gap_max,random,4,2.251813811036688,7.586685082888464,8,13
gap_max,random,5,2.8654598654867285,7.021843569419415,4,8
gap_max,random,6,2.398627290284671,7.021843569419415,8,10
gap_max,random,7,0.7506666847051554,8.572742466226543,5,5
gap_max,random,8,2.5697351553290537,6.615898979552831,4,8
gap_max,random,9,2.0276195538340396,7.00366850108305,11,14
gap_max,random,10,2.8858387988163514,6.795183220703832,7,10
gap_max,random,11,2.961338147767939,6.135935277588135,7,12
gap_max,random,12,1.330307246333403,7.351129491723217,6,12
gap_max,random,13,2.0230589870855584,8.17697667577005,7,11
gap_max,random,14,1.3092468585546704,8.68143673805662,7,7
gap_max,random,15,1.1417254065033555,8.17697667577005,6,7
gap_max,random,16,2.119621603955193,6.615898979552831,6,9
gap_max,random,17,2.548578479953791,6.181179018284299,5,10
gap_max,random,18,1.7290108021591075,8.68143673805662,12,18
gap_max,random,19,2.1288585794567543,6.552578158599866,2,4
gap_max,random,20,1.8379307967611254,7.351129491723217,12,13
gap_max,random,21,2.2880132747411954,7.021843569419415,7,9
gap_max,random,22,2.875122883256671,6.384168509690626,5,7
gap_max,random,23,0.7696745990414057,8.68143673805662,10,12
gap_max,random,24,1.6111442705724042,8.572742466226543,6,12
gap_max,random,25,3.0104145739071773,8.68143673805662,8,9
gap_max,random,26,0.5523727460222887,8.68143673805662,11,13
gap_max,random,27,1.094751655168156,7.586685082888464,7,11
gap_max,random,28,2.3965837369333824,6.795183220703832,4,5
gap_max,random,29,1.2245417552555369,8.572742466226543,6,10
gap_max,std_gp,0,0.24360990221244003,8.68143673805662,22,33
gap_max,std_gp,1,1.6232964156873564,8.572742466226543,20,28
gap_max,std_gp,2,0.3358441102844385,8.68143673805662,23,29
gap_max,std_gp,3,1.9011507742984048,8.68143673805662,26,39
gap_max,std_gp,4,1.066045811607353,8.68143673805662,23,29
gap_max,std_gp,5,0.6581677584289334,8.68143673805662,15,21
gap_max,std_gp,6,1.1823727052498514,8.68143673805662,25,35
gap_max,std_gp,7,0.7722201992267324,8.68143673805662,23,31
gap_max,std_gp,8,0.3075204402027867,8.68143673805662,22,31
gap_max,std_gp,9,1.6500088262271453,8.68143673805662,14,18
gap_max,std_gp,10,0.5285596893551601,8.68143673805662,23,29
gap_max,std_gp,11,1.4837990510472372,8.68143673805662,17,23
gap_max,std_gp,12,0.058590379275762584,8.68143673805662,21,27
gap_max,std_gp,13,0.6402572725071057,8.68143673805662,30,38
gap_max,std_gp,14,0.23103752000833114,8.68143673805662,24,31
gap_max,std_gp,15,0.5027718891812312,8.68143673805662,23,31
gap_max,std_gp,16,0.44373027414009286,8.68143673805662,24,30
gap_max,std_gp,17,0.74205697426981,8.68143673805662,22,30
gap_max,std_gp,18,0.8924387638502266,8.68143673805662,26,35
gap_max,std_gp,19,0.14119963347784315,8.68143673805662,20,27
gap_max,std_gp,20,0.6733050769426147,8.68143673805662,22,32
gap_max,std_gp,21,0.08020273092469506,8.68143673805662,14,21
gap_max,std_gp,22,0.2456018022545032,8.68143673805662,23,30
gap_max,std_gp,23,0.46406948281096505,8.68143673805662,20,30
gap_max,std_gp,24,0.5772327409608267,8.68143673805662,23,32
gap_max,std_gp,25,0.33048245840695933,8.68143673805662,26,31
gap_max,std_gp,26,0.6479483693759093,8.68143673805662,29,38
gap_max,std_gp,27,0.7795799057060138,8.68143673805662,23,31
gap_max,std_gp,28,1.975465560912635,8.68143673805662,14,21
gap_max,std_gp,29,0.23965356003148336,8.68143673805662,22,32
gap_min,dkl_cold_live,0,0.1523128601938839,0.0285505003849553,12,15
gap_min,dkl_cold_live,1,0.13119502674633618,0.0251957465056906,19,28
gap_min,dkl_cold_live,2,0.0340752936907688,0.0285505003849553,12,23
gap_min,dkl_cold_live,3,0.038443062057349126,0.0254964677985545,8,12
gap_min,dkl_cold_live,4,0.005748728327213046,0.0254964677985545,9,13
gap_min,dkl_cold_live,5,0.0930015454461849,0.0285505003849553,22,35
gap_min,dkl_cold_live,6,0.13114878592208432,0.131725177725042,14,23
gap_min,dkl_cold_live,7,0.01456115686025391,0.0285505003849553,19,31
gap_min,dkl_cold_live,8,0.13981604986005883,0.0285505003849553,13,18
gap_min,dkl_cold_live,9,0.03364244987998662,0.0254964677985545,16,23
gap_min,dkl_cold_live,10,0.12933502746925893,0.0197477394713414,14,28
gap_min,dkl_cold_live,11,0.0054480070343491446,0.0251957465056906,8,14
gap_min,dkl_cold_live,12,0.28332863180737433,0.0615568658953518,15,19
gap_min,dkl_cold_live,13,0.11019941495412543,0.0325404120411192,21,29
gap_min,dkl_cold_live,14,0.05092111242124462,0.0197477394713414,16,28
gap_min,dkl_cold_live,15,-5.204170427930421e-17,0.0197477394713414,17,29
gap_min,dkl_cold_live,16,0.09138218048676704,0.0254964677985545,22,32
gap_min,dkl_cold_live,17,0.014185442889130224,0.0197477394713414,14,23
gap_min,dkl_cold_live,18,0.1639036269656948,0.0694846106299904,14,18
gap_min,dkl_cold_live,19,0.21071077672462235,0.0285505003849553,18,31
gap_min,dkl_cold_live,20,0.08139278548357112,0.0197477394713414,13,18
gap_min,dkl_cold_live,21,0.3930897455525165,0.0285505003849553,14,26
gap_min,dkl_cold_live,22,0.018540466406036567,0.0197477394713414,19,30
gap_min,dkl_cold_live,23,0.11927386726624273,0.0254964677985545,25,39
gap_min,dkl_cold_live,24,0.05255825870425948,0.0254964677985545,14,24
gap_min,dkl_cold_live,25,0.04111524952334957,0.0361756376238124,17,28
gap_min,dkl_cold_live,26,0.15657333421741476,0.0197477394713414,16,28
gap_min,dkl_cold_live,27,0.03441653769773344,0.0197477394713414,15,27
gap_min,dkl_cold_live,28,0.21842249144169293,0.0325404120411192,12,18
gap_min,dkl_cold_live,29,0.046126283316780085,0.0361756376238124,18,33
gap_min,dkl_finetune,0,0.1726558897891685,0.0285505003849553,14,27
gap_min,dkl_finetune,1,0.26474591325665464,0.0254964677985545,18,32
gap_min,dkl_finetune,2,0.027520548916916254,0.0285505003849553,21,34
gap_min,dkl_finetune,3,0.036468193714243965,0.0285505003849553,18,26
gap_min,dkl_finetune,4,0.0027019023137901032,0.0197477394713414,15,19
gap_min,dkl_finetune,5,0.051485702113877485,0.0197477394713414,13,21
gap_min,dkl_finetune,6,0.047201823152622585,0.0197477394713414,22,38
gap_min,dkl_finetune,7,0.048062479832627396,0.0197477394713414,15,20
gap_min,dkl_finetune,8,0.07845001233854301,0.0285505003849553,19,32
gap_min,dkl_finetune,9,0.0453117747978998,0.0251957465056906,8,15
gap_min,dkl_finetune,10,0.12335622533752001,0.0251957465056906,17,22
gap_min,dkl_finetune,11,0.0010351213365262955,0.0197477394713414,14,20
gap_min,dkl_finetune,12,0.05587759181500441,0.0251957465056906,27,39
gap_min,dkl_finetune,13,0.09259944798352102,0.0285505003849553,22,27
gap_min,dkl_finetune,14,0.07639832525028639,0.0285505003849553,17,30
gap_min,dkl_finetune,15,-5.204170427930421e-17,0.0197477394713414,14,24
gap_min,dkl_finetune,16,0.053948700640014516,0.0694846106299904,20,26
gap_min,dkl_finetune,17,0.043482357016999484,0.0285505003849553,14,18
gap_min,dkl_finetune,18,0.0838500762001822,0.0254964677985545,17,25
gap_min,dkl_finetune,19,0.1896156456810916,0.0694846106299904,18,27
gap_min,dkl_finetune,20,0.06479303859138164,0.0197477394713414,14,20
gap_min,dkl_finetune,21,0.08874301762861661,0.0285505003849553,13,19
gap_min,dkl_finetune,22,0.03711161455210663,0.0285505003849553,22,34
gap_min,dkl_finetune,23,0.052109692672732265,0.0197477394713414,18,33
gap_min,dkl_finetune,24,0.05918720749421094,0.0197477394713414,19,26
gap_min,dkl_finetune,25,0.022797394864379945,0.0254964677985545,13,15
gap_min,dkl_finetune,26,0.2981033259180684,0.0197477394713414,17,32
gap_min,dkl_finetune,27,0.06094638608494469,0.0285505003849553,17,32
gap_min,dkl_finetune,28,0.1507940794304382,0.0285505003849553,16,26
gap_min,dkl_finetune,29,0.022764838802868014,0.0325404120411192,18,25
gap_min,dkl_frozen,0,0.10666806915599551,0.0254964677985545,16,20
gap_min,dkl_frozen,1,0.0350181874082152,0.0197477394713414,20,30
gap_min,dkl_frozen,2,0.010810336096239846,0.0197477394713414,19,24
gap_min,dkl_frozen,3,0.13292698967585032,0.0254964677985545,17,24
gap_min,dkl_frozen,4,0.005748728327213046,0.0254964677985545,18,28
gap_min,dkl_frozen,5,0.019145520740379847,0.0251957465056906,18,26
gap_min,dkl_frozen,6,0.03085752757985099,0.0197477394713414,26,33
gap_min,dkl_frozen,7,0.019028032209781724,0.0251957465056906,19,27
gap_min,dkl_frozen,8,0.08891155751827302,0.0197477394713414,23,31
gap_min,dkl_frozen,9,0.020684565250123715,0.0285505003849553,22,28
gap_min,dkl_frozen,10,0.03148174169847307,0.0197477394713414,19,26
gap_min,dkl_frozen,11,0.004303925557135813,0.0197477394713414,14,22
gap_min,dkl_frozen,12,0.05533871607697996,0.0251957465056906,19,25
gap_min,dkl_frozen,13,0.05181759090165763,0.0285505003849553,25,31
gap_min,dkl_frozen,14,0.05028652389157319,0.0285505003849553,22,29
gap_min,dkl_frozen,15,-5.204170427930421e-17,0.0197477394713414,23,32
gap_min,dkl_frozen,16,0.054174758982883514,0.0254964677985545,24,30
gap_min,dkl_frozen,17,0.08624467162695408,0.0197477394713414,24,30
gap_min,dkl_frozen,18,0.0945358254733999,0.0361756376238124,17,23
gap_min,dkl_frozen,19,0.028082500964339143,0.0254964677985545,23,32
gap_min,dkl_frozen,20,0.1623039146366369,0.0254964677985545,13,20
gap_min,dkl_frozen,21,0.1747311349536912,0.0197477394713414,22,25
gap_min,dkl_frozen,22,0.01889150798600339,0.0254964677985545,20,27
gap_min,dkl_frozen,23,0.08600931377457878,0.0254964677985545,22,36
gap_min,dkl_frozen,24,0.02744716638160051,0.0285505003849553,25,32
gap_min,dkl_frozen,25,0.07550260667785605,0.0254964677985545,23,38
gap_min,dkl_frozen,26,0.05804029109270752,0.0285505003849553,22,30
gap_min,dkl_frozen,27,0.05993174383626107,0.0254964677985545,23,33
gap_min,dkl_frozen,28,0.17669574289848483,0.0285505003849553,22,28
gap_min,dkl_frozen,29,0.1184646214008123,0.0285505003849553,18,33
gap_min,random,0,0.10639671236389912,0.1081064343973838,4,10
gap_min,random,1,0.07970133200493232,0.0254964677985545,8,11
gap_min,random,2,0.09792183178740616,0.1176695712587476,4,8
gap_min,random,3,0.026613760592344174,0.0251957465056906,10,13
gap_min,random,4,0.005748728327213046,0.0254964677985545,7,15
gap_min,random,5,0.08637861341571916,0.0197477394713414,5,11
gap_min,random,6,0.14644030945064665,0.0285505003849553,5,11
gap_min,random,7,0.018436100796767982,0.0254964677985545,8,11
gap_min,random,8,0.08121249304288089,0.0783605197550334,9,10
gap_min,random,9,0.24643884764381116,0.2661865871151526,4,5
gap_min,random,10,0.27025321296452093,0.0251957465056906,9,15
gap_min,random,11,0.0045218458385097825,0.0197477394713414,10,11
gap_min,random,12,0.07273098595523309,0.0251957465056906,7,11
gap_min,random,13,0.3320591412478805,0.0197477394713414,6,10
gap_min,random,14,0.2789582019957248,0.0254964677985545,5,13
gap_min,random,15,-5.204170427930421e-17,0.0197477394713414,6,10
gap_min,random,16,0.311809598732401,0.1176695712587476,7,12
gap_min,random,17,0.10429518798633841,0.0361756376238124,7,10
gap_min,random,18,0.28642778473795283,0.1081064343973838,8,11
gap_min,random,19,0.06820343568127461,0.0694846106299904,8,9
gap_min,random,20,0.42736407554209477,0.1081064343973838,5,8
gap_min,random,21,0.18366284912500777,0.0251957465056906,6,8
gap_min,random,22,0.07870323898419397,0.0694846106299904,4,6
gap_min,random,23,0.08518035188338603,0.0325404120411192,6,10
gap_min,random,24,0.06044581642835335,0.0251957465056906,8,13
gap_min,random,25,0.22718701678898184,0.0783605197550334,7,10
gap_min,random,26,0.2396944973253925,0.0197477394713414,8,11
gap_min,random,27,0.24671301219108066,0.0254964677985545,7,9
gap_min,random,28,0.14991353762300236,0.0325404120411192,6,10
gap_min,random,29,0.06616236429714212,0.0251957465056906,4,7
gap_min,std_gp,0,0.06587383613565397,0.0197477394713414,18,34
gap_min,std_gp,1,0.03800447725400181,0.0197477394713414,23,31
gap_min,std_gp,2,0.038420337297713554,0.0285505003849553,17,25
gap_min,std_gp,3,0.07445071587717615,0.0197477394713414,24,37
gap_min,std_gp,4,0.005529201783422397,0.0251957465056906,21,33
gap_min,std_gp,5,0.009857553905752396,0.0197477394713414,18,25
gap_min,std_gp,6,0.06082474089448714,0.0197477394713414,18,25
gap_min,std_gp,7,0.014636379133169371,0.0251957465056906,24,31
gap_min,std_gp,8,0.07676731404611034,0.0251957465056906,14,20
gap_min,std_gp,9,0.06935536574416341,0.0197477394713414,17,26
gap_min,std_gp,10,0.08760413734872602,0.0197477394713414,21,30
gap_min,std_gp,11,0.005393526964005654,0.0197477394713414,16,20
gap_min,std_gp,12,0.0838294307103106,0.0197477394713414,27,33
gap_min,std_gp,13,0.09679632410613286,0.0254964677985545,26,37
gap_min,std_gp,14,0.07300397308724099,0.0254964677985545,19,28
gap_min,std_gp,15,-5.204170427930421e-17,0.0197477394713414,17,28
gap_min,std_gp,16,0.08521215558338477,0.0197477394713414,18,24
gap_min,std_gp,17,0.09474642970376378,0.0197477394713414,21,30
gap_min,std_gp,18,0.30975543740726835,0.0783605197550334,13,20
gap_min,std_gp,19,0.1052857560806495,0.0197477394713414,21,31
gap_min,std_gp,20,0.057569286997303036,0.0254964677985545,21,29
gap_min,std_gp,21,0.1376828408117718,0.0197477394713414,24,27
gap_min,std_gp,22,0.0026507608477812183,0.0197477394713414,21,26
gap_min,std_gp,23,0.04445264215893339,0.0254964677985545,14,21
gap_min,std_gp,24,0.12719253297018648,0.0197477394713414,15,25
gap_min,std_gp,25,0.09620300316460302,0.0361756376238124,10,18
gap_min,std_gp,26,0.030651166192074336,0.0197477394713414,26,41
gap_min,std_gp,27,0.13552670729097877,0.0197477394713414,18,33
gap_min,std_gp,28,0.21192985345638796,0.0254964677985545,15,24
gap_min,std_gp,29,0.09446066998305006,0.0251957465056906,16,21
