metric,method,n_seeds,method_mean,std_gp_mean,mean_diff,wilcoxon_p,win_rate
best_inwin_gap,dkl_frozen,30,2.916705411464035,2.9570325314167407,-0.04032711995270574,0.02850563485825256,0.23333333333333334
best_inwin_gap,dkl_finetune,30,2.949685523601187,2.9570325314167407,-0.007347007815553886,0.077839713930643,0.26666666666666666
best_inwin_gap,random,30,2.9484508691682767,2.9570325314167407,-0.00858166224846498,0.1121538037744325,0.23333333333333334
cumul_top50,dkl_frozen,30,7.433333333333334,8.333333333333334,-0.9,0.27738217872876725,0.4666666666666667
cumul_top50,dkl_finetune,30,11.633333333333333,8.333333333333334,3.3,0.0005482755309401536,0.7
cumul_top50,random,30,6.966666666666667,8.333333333333334,-1.3666666666666667,0.08414438385911008,0.26666666666666666
