metric,method,n_seeds,method_mean,std_gp_mean,mean_diff,wilcoxon_p,win_rate
best_inwin_gap,dkl_frozen,30,0.7183519537198017,0.7385592227003287,-0.020207268980527097,0.03115480510777587,0.5666666666666667
best_inwin_gap,dkl_finetune,30,0.7103113216507947,0.7385592227003287,-0.02824790104953392,0.0016563047696487778,0.6
best_inwin_gap,random,30,0.7296012558278695,0.7385592227003287,-0.008957966872459415,0.23249923616924983,0.5333333333333333
cumul_top50,dkl_frozen,30,12.4,9.933333333333334,2.466666666666667,0.016421405742365086,0.6666666666666666
cumul_top50,dkl_finetune,30,16.133333333333333,9.933333333333334,6.2,2.0630247802504916e-05,0.8666666666666667
cumul_top50,random,30,6.366666666666666,9.933333333333334,-3.566666666666667,0.0025669694791740313,0.3333333333333333
